index,Hotel Name,Date,Day,Hotel Score,Hotel Score Round,Price
3029,The Millennials Shibuya / Vacation STAY 80745,2023-06-13,화,8.0,8,331618
3030,The Millennials Shibuya / Vacation STAY 80776,2023-06-13,화,8.2,8,331618
3031,Hotel Emit Shibuya - Vacation STAY 40892v,2023-06-13,화,7.3,7,244058
3032,Hotel Emit Shibuya - Vacation STAY 40890v,2023-06-13,화,7.4,7,338386
3033,Hotel Emit Shibuya - Vacation STAY 40888v,2023-06-13,화,4.0,4,244058
3034,Eternity APARTMENT HOTEL 渋谷道玄坂,2023-06-13,화,6.6,7,609397
3035,H2O Stay Shibuya Anon #B102,2023-06-13,화,6.6,7,597209
3036,H2O Stay Shibuya Anon #A202,2023-06-13,화,7.1,7,498077
3037,渋谷26 家族や仲間と楽しく過ごそう！光回線完備,2023-06-13,화,7.3,7,469342
3038,【渋谷36】光回線完備 渋谷の人気スペース,2023-06-13,화,5.2,5,459955
3039,Shibuya45 光回線完備でネットもサクサク,2023-06-13,화,6.0,6,459955
3040,Salon Shibuya - Vacation STAY 78183,2023-06-13,화,2.0,2,174595
3041,Sakura and Autumn leaves,2023-06-13,화,6.8,7,255265
3042,Hotel Shibuya Shoto,2023-06-13,화,5.8,6,488116
3043,☆Cozy Japanese style room☆,2023-06-13,화,6.7,7,249039
3044,Oku-Shibu Residence,2023-06-13,화,8.9,9,244058
3045,Hotel Emit Shibuya - Vacation STAY 40894v,2023-06-13,화,7.5,8,249039
3046,Turn Table,2023-06-13,화,7.8,8,254759
3047,SALON渋谷4A,2023-06-13,화,8.5,8,488116
3048,Lions Mansion Dogenzaka 207,2023-06-13,화,5.5,6,498077
3049,LIONS APARTMENT 516,2023-06-13,화,6.7,7,244058
3050,H2O Stay Shibuya Anon #B204,2023-06-13,화,8.7,9,597209
3051,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-06-13,화,7.8,8,138400
3052,La'gent Hotel Shinjuku Kabukicho,2023-06-13,화,8.4,8,197124
3053,APA Hotel Shinjuku Kabukicho Chuo,2023-06-13,화,7.7,8,128600
3054,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-06-13,화,7.9,8,171310
3055,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-06-13,화,7.9,8,166485
3056,APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),2023-06-13,화,7.8,8,138925
3057,APA Hotel Higashi Shinjuku Kabukicho Tower,2023-06-13,화,8.0,8,128600
3058,호텔 썬루트 플라자 신주쿠(Hotel Sunroute Plaza Shinjuku),2023-06-13,화,8.3,8,277103
3059,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-06-13,화,8.2,8,115458
3060,Tokyu Stay Shinjuku Eastside,2023-06-13,화,8.8,9,273589
3061,HOTEL CEN,2023-06-13,화,8.2,8,149399
3062,MIMARU TOKYO SHINJUKU WEST,2023-06-13,화,8.9,9,563210
3063,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-06-13,화,7.7,8,138925
3064,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-06-13,화,7.3,7,130477
3065,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-06-13,화,7.7,8,137048
3066,Via Inn Shinjuku,2023-06-13,화,8.2,8,145712
3067,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-06-13,화,8.0,8,166894
3068,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-06-13,화,7.7,8,108891
3069,Bespoke Hotel Shinjuku,2023-06-13,화,8.5,8,248939
3070,HOTEL KABUKI,2023-06-13,화,8.9,9,293996
3071,Sotetsu Fresa Inn Higashi Shinjuku,2023-06-13,화,8.2,8,156197
3072,도큐 스테이 신주쿠(Tokyu Stay Shinjuku),2023-06-13,화,8.4,8,236736
3073,HOTEL MYSTAYS Nishi Shinjuku,2023-06-13,화,7.6,8,151339
3074,HOTEL AMANEK Shinjuku Kabukicho,2023-06-13,화,8.5,8,184419
3075,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-06-13,화,8.5,8,285360
3076,HOTEL D-WAVE Shinjuku（Adult Only),2023-06-13,화,8.9,9,282356
3077,Book Tea Bed SHINJUKU-GYOEN,2023-06-13,화,7.4,7,281605
3078,Blue Empire Hotel,2023-06-13,화,6.6,7,91991
3079,호텔 더 호텔(성인 전용)(HOTEL THE HOTEL SHINJUKU (Adult Only)),2023-06-13,화,6.7,7,101209
3080,Hotel Matsunoi,2023-06-13,화,8.4,8,140427
3081,아파트 호텔 신주쿠(Apartment Hotel Shinjuku),2023-06-13,화,7.4,7,127074
3082,니시테츠 인 신주쿠(Nishitetsu Inn Shinjuku),2023-06-13,화,8.3,8,220591
3083,호텔 리스텔 신주쿠(Hotel Listel Shinjuku),2023-06-13,화,7.4,7,131416
3084,호텔 빌라 폰테인 도쿄-신주쿠(Hotel Villa Fontaine Tokyo-Shinjuku),2023-06-13,화,7.9,8,136672
3085,신주쿠 시티 호텔 N.U.T.S 도쿄(Shinjuku City Hotel N.U.T.S Tokyo),2023-06-13,화,7.7,8,123906
3086,Hotel Petit Bali Garden Shin-Okubo (Adult Only),2023-06-13,화,8.3,8,136971
3087,카도야 호텔(Kadoya Hotel),2023-06-13,화,8.0,8,209793
3088,Hotel Balian Resort Higashi Shinjuku (Adult Only),2023-06-13,화,8.1,8,216472
3089,비즈니스 호텔 야마시로(Business Hotel Yamashiro),2023-06-13,화,7.7,8,101378
3090,粋,2023-06-13,화,7.3,7,219652
3091,Hotel QUEEN ANNEX,2023-06-13,화,7.8,8,165208
3092,호텔 시에나(Hotel Siena),2023-06-13,화,6.6,7,124519
3093,신주쿠 이스트 호텔 (Shinjuku East Hotel),2023-06-13,화,7.0,7,93868
3094,HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,2023-06-13,화,5.1,5,119588
3095,Keio Presso Inn Shinjuku,2023-06-13,화,7.8,8,172342
3096,HOTEL LiVEMAX Shinjuku EAST,2023-06-13,화,6.2,6,119588
3097,레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),2023-06-13,화,6.4,6,146435
3098,COCOSHUKU Shinjuku-Hanazono,2023-06-13,화,8.1,8,266117
3099,Hotel BaliAn Resort Shinjuku Glamping,2023-06-13,화,9.0,9,289115
3100,TOKYO E JOY INN（Okubo branch in Shinjuku）,2023-06-13,화,6.7,7,124742
3101,Hotel Yuyukan - Vacation STAY 10008v,2023-06-13,화,6.1,6,102551
3102,Hotel Rose Garden Shinjuku - Vacation STAY 72146v,2023-06-13,화,7.0,7,218601
3103,SHINJUKU WARM HOUSE,2023-06-13,화,8.3,8,305072
3104,HOTEL LiVEMAX Shinjuku Kabukicho,2023-06-13,화,6.3,6,136672
3105,Hotel Koryukaku,2023-06-13,화,5.8,6,100573
3106,SHINJUKU GLOBAL HOTEL,2023-06-13,화,7.6,8,197124
3107,신주쿠 어반 호텔(Shinjuku Urban Hotel),2023-06-13,화,7.6,8,272218
3108,하나비 호텔(Hanabi Hotel),2023-06-13,화,6.8,7,104297
3109,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-06-13,화,7.5,8,193395
3110,Hotel Rose Garden Shinjuku - Vacation STAY 72147v,2023-06-13,화,9.7,10,207806
3111,Hotel Keihan Tokyo Yotsuya,2023-06-13,화,8.3,8,157699
3112,GLOU Higashi Shinjuku,2023-06-13,화,8.1,8,140239
3113,Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,2023-06-13,화,8.8,9,210198
3114,ホテルパセラリビング東新宿,2023-06-13,화,8.5,8,303444
3115,호텔 록스(Hotel Rocks),2023-06-13,화,5.5,6,167086
3116,호텔 뉴 쇼헤이(Hotel New Shohei),2023-06-13,화,8.0,8,187737
3117,Galois Hotel Shinokubo,2023-06-13,화,8.6,9,159576
3118,Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,2023-06-13,화,6.7,7,93868
3119,Toyoko Inn Tokyo Shinjuku Kabukicho,2023-06-13,화,7.3,7,79788
3120,Hotel Rose Garden Shinjuku - Vacation STAY 72163v,2023-06-13,화,6.2,6,207806
3121,Hotel EL Shinjuku 6,2023-06-13,화,7.2,7,163706
3122,베스트 호텔(Best Hotel),2023-06-13,화,7.9,8,91991
3123,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-06-13,화,8.9,9,747699
3124,HOTEL GROOVE SHINJUKU A PARKROYAL Hotel,2023-06-13,화,8.7,9,350035
3125,Sakura Cross Hotel Shinjuku East Annex,2023-06-13,화,8.8,9,184165
3126,Kimpton Shinjuku Tokyo an IHG Hotel,2023-06-13,화,8.7,9,675278
3127,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-06-13,화,8.3,8,164283
3128,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-06-13,화,8.4,8,569969
3129,Okubo Hotel Hawaii,2023-06-13,화,7.8,8,84482
3130,City Hotel Dolphin,2023-06-13,화,5.1,5,75095
3131,Nano North Shinjuku Apartment,2023-06-13,화,6.4,6,131791
3132,인터내셔널 호텔 가부키초 (International Hotel Kabukicho),2023-06-13,화,6.4,6,75095
3133,신 오쿠보 세키테이(Shin Okubo Sekitei),2023-06-13,화,8.4,8,89175
3134,호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),2023-06-13,화,6.1,6,91991
3135,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-06-13,화,8.8,9,330041
3136,Hotel Shu,2023-06-13,화,7.1,7,152067
3137,SHINJUKU WARM VILLA I,2023-06-13,화,7.7,8,194308
3138,City Hotel Southern Cross,2023-06-13,화,6.2,6,93868
3139,Pod Select Hotel Shinjuku,2023-06-13,화,6.8,7,134635
3140,Hotel Yuyukan Center of Kabukicho Shinjuku,2023-06-13,화,6.1,6,126985
3141,sequence MIYASHITA PARK - Shibuya,2023-06-14,수,8.3,8,352344
3142,The OneFive Tokyo Shibuya,2023-06-14,수,7.8,8,352344
3143,더 밀레니얼스 시부야(The Millennials Shibuya),2023-06-14,수,8.6,9,271918
3144,시부야 스트림 엑셀 호텔 도큐(Shibuya Stream Excel Hotel Tokyu),2023-06-14,수,8.7,9,198672
3145,all day place shibuya,2023-06-14,수,8.5,8,326432
3146,Hotel Wing International Premium Shibuya,2023-06-14,수,8.0,8,233169
3147,아파 호텔 시부야 도겐자카(APA Hotel Shibuya Dogenzakaue),2023-06-14,수,7.3,7,198672
3148,시부야 호텔 엔(Shibuya Hotel En),2023-06-14,수,7.8,8,271918
3149,Mustard Hotel Shibuya,2023-06-14,수,7.5,8,202727
3150,토큐 스테이 시부야(Tokyu Stay Shibuya),2023-06-14,수,8.2,8,293961
3151,도미 인 프리미엄 시부야-진구마에(Dormy Inn Premium Shibuya-jingumae),2023-06-14,수,8.3,8,239684
3152,사쿠라 플뤠르 아오야마(Sakura Fleur Aoyama),2023-06-14,수,8.0,8,297410
3153,시부야 그랑벨 호텔(Shibuya Granbell Hotel),2023-06-14,수,7.4,7,233169
3154,시부야 엑셀 호텔 도큐(Shibuya Excel Hotel Tokyu),2023-06-14,수,8.4,8,216062
3155,트렁크 (호텔)(TRUNK (HOTEL)),2023-06-14,수,8.8,9,244575
3156,토큐 스테이 시부야 신미나미구치(Tokyu Stay Shibuya Shin-Minamiguchi),2023-06-14,수,7.9,8,161078
3157,시부야 크레스톤 호텔(Shibuya Creston Hotel),2023-06-14,수,8.0,8,216062
3158,Hotel DIAMOND,2023-06-14,수,7.4,7,164365
3159,SALON Shibuya,2023-06-14,수,7.4,7,417714
3160,Tabist Hotel New Washington Shibuya,2023-06-14,수,6.6,7,417714
3161,The Millennials Shibuya / Vacation STAY 80745,2023-06-14,수,8.0,8,352344
3162,The Millennials Shibuya / Vacation STAY 80776,2023-06-14,수,8.2,8,359535
3163,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-06-14,수,8.9,9,239684
3164,Hotel Emit Shibuya - Vacation STAY 40892v,2023-06-14,수,7.3,7,426239
3165,Hotel Emit Shibuya - Vacation STAY 40890v,2023-06-14,수,7.4,7,352344
3166,Hotel Emit Shibuya - Vacation STAY 40888v,2023-06-14,수,4.0,4,187737
3167,Hotel Emit Shibuya - Vacation STAY 40894v,2023-06-14,수,7.5,8,161078
3168,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-06-14,수,7.8,8,138400
3169,La'gent Hotel Shinjuku Kabukicho,2023-06-14,수,8.4,8,183982
3170,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-06-14,수,7.9,8,180697
3171,신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),2023-06-14,수,7.1,7,176780
3172,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-06-14,수,7.9,8,183531
3173,APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),2023-06-14,수,7.8,8,138925
3174,호텔 썬루트 플라자 신주쿠(Hotel Sunroute Plaza Shinjuku),2023-06-14,수,8.3,8,284479
3175,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-06-14,수,8.2,8,115458
3176,HOTEL CEN,2023-06-14,수,8.2,8,149399
3177,MIMARU TOKYO SHINJUKU WEST,2023-06-14,수,8.9,9,563210
3178,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-06-14,수,7.7,8,138925
3179,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-06-14,수,7.3,7,130477
3180,Via Inn Shinjuku,2023-06-14,수,8.2,8,152489
3181,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-06-14,수,8.0,8,166894
3182,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-06-14,수,7.7,8,114529
3183,Bespoke Hotel Shinjuku,2023-06-14,수,8.5,8,248939
3184,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-06-14,수,7.7,8,138925
3185,HOTEL KABUKI,2023-06-14,수,8.9,9,293996
3186,Sotetsu Fresa Inn Higashi Shinjuku,2023-06-14,수,8.2,8,156197
3187,도큐 스테이 신주쿠(Tokyu Stay Shinjuku),2023-06-14,수,8.4,8,253820
3188,HOTEL MYSTAYS Nishi Shinjuku,2023-06-14,수,7.6,8,151339
3189,HOTEL AMANEK Shinjuku Kabukicho,2023-06-14,수,8.5,8,190017
3190,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-06-14,수,8.5,8,296624
3191,HOTEL D-WAVE Shinjuku（Adult Only),2023-06-14,수,8.9,9,282356
3192,Book Tea Bed SHINJUKU-GYOEN,2023-06-14,수,7.4,7,281605
3193,호텔 페리에(성인 전용)(HOTEL PERRIER (Adult Only)),2023-06-14,수,8.2,8,216273
3194,호텔 안 신주쿠 가부키초 (성인 전용)(HOTEL AN Shinjuku Kabukicho (Adult Only)),2023-06-14,수,8.5,8,181879
3195,호텔 더 호텔(성인 전용)(HOTEL THE HOTEL SHINJUKU (Adult Only)),2023-06-14,수,6.7,7,101209
3196,아파트 호텔 신주쿠(Apartment Hotel Shinjuku),2023-06-14,수,7.4,7,127074
3197,니시테츠 인 신주쿠(Nishitetsu Inn Shinjuku),2023-06-14,수,8.3,8,234671
3198,호텔 리스텔 신주쿠(Hotel Listel Shinjuku),2023-06-14,수,7.4,7,131416
3199,호텔 빌라 폰테인 도쿄-신주쿠(Hotel Villa Fontaine Tokyo-Shinjuku),2023-06-14,수,7.9,8,136672
3200,신주쿠 시티 호텔 N.U.T.S 도쿄(Shinjuku City Hotel N.U.T.S Tokyo),2023-06-14,수,7.7,8,152067
3201,Hotel Petit Bali Garden Shin-Okubo (Adult Only),2023-06-14,수,8.3,8,136971
3202,카도야 호텔(Kadoya Hotel),2023-06-14,수,8.0,8,277595
3203,Lion House,2023-06-14,수,7.5,8,178162
3204,Hotel Balian Resort Higashi Shinjuku (Adult Only),2023-06-14,수,8.1,8,216472
3205,粋,2023-06-14,수,7.3,7,219652
3206,Hotel QUEEN ANNEX,2023-06-14,수,7.8,8,165208
3207,더 신-오쿠보 인터내셔널 호텔,2023-06-14,수,6.9,7,112642
3208,호텔 시에나(Hotel Siena),2023-06-14,수,6.6,7,124519
3209,신주쿠 이스트 호텔 (Shinjuku East Hotel),2023-06-14,수,7.0,7,93868
3210,HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,2023-06-14,수,5.1,5,119588
3211,Keio Presso Inn Shinjuku,2023-06-14,수,7.8,8,179101
3212,HOTEL LiVEMAX Shinjuku EAST,2023-06-14,수,6.2,6,119588
3213,레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),2023-06-14,수,6.4,6,146435
3214,Hotel BaliAn Resort Shinjuku Glamping,2023-06-14,수,9.0,9,289115
3215,TOKYO E JOY INN（Okubo branch in Shinjuku）,2023-06-14,수,6.7,7,124742
3216,Hotel Yuyukan - Vacation STAY 10008v,2023-06-14,수,6.1,6,102551
3217,Hotel Rose Garden Shinjuku - Vacation STAY 72146v,2023-06-14,수,7.0,7,229396
3218,SHINJUKU WARM HOUSE,2023-06-14,수,8.3,8,305072
3219,634 Condo Shinjuku - Vacation STAY 01910v,2023-06-14,수,8.0,8,518154
3220,HOTEL LiVEMAX Shinjuku Kabukicho,2023-06-14,수,6.3,6,136672
3221,Hotel Koryukaku,2023-06-14,수,5.8,6,114941
3222,SHINJUKU GLOBAL HOTEL,2023-06-14,수,7.6,8,197124
3223,신주쿠 어반 호텔(Shinjuku Urban Hotel),2023-06-14,수,7.6,8,272218
3224,하나비 호텔(Hanabi Hotel),2023-06-14,수,6.8,7,104297
3225,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-06-14,수,7.5,8,222896
3226,Hotel Rose Garden Shinjuku - Vacation STAY 72147v,2023-06-14,수,9.7,10,218601
3227,토큐 스테이 니시 신주쿠(Tokyu Stay Nishi Shinjuku),2023-06-14,수,8.0,8,195246
3228,Hotel Keihan Tokyo Yotsuya,2023-06-14,수,8.3,8,157699
3229,GLOU Higashi Shinjuku,2023-06-14,수,8.1,8,129538
3230,Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,2023-06-14,수,8.8,9,210198
3231,Super Hotel Shinjuku Kabukicho,2023-06-14,수,8.0,8,319603
3232,634 Condo Shinjuku - Vacation STAY 01902v,2023-06-14,수,10.0,10,518154
3233,ホテルパセラリビング東新宿,2023-06-14,수,8.5,8,303444
3234,호텔 록스(Hotel Rocks),2023-06-14,수,5.5,6,167086
3235,오야도 고코치(Oyado Cocochi),2023-06-14,수,7.5,8,84482
3236,Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,2023-06-14,수,6.7,7,93868
3237,Hotel Rose Garden Shinjuku - Vacation STAY 72163v,2023-06-14,수,6.2,6,218601
3238,Hotel EL Shinjuku 6,2023-06-14,수,7.2,7,163706
3239,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-06-14,수,8.9,9,747699
3240,HOTEL GROOVE SHINJUKU A PARKROYAL Hotel,2023-06-14,수,8.7,9,350035
3241,Sakura Cross Hotel Shinjuku East Annex,2023-06-14,수,8.8,9,184165
3242,Kimpton Shinjuku Tokyo an IHG Hotel,2023-06-14,수,8.7,9,675278
3243,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-06-14,수,8.3,8,145511
3244,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-06-14,수,8.4,8,558095
3245,Okubo Hotel Hawaii,2023-06-14,수,7.8,8,84482
3246,City Hotel Dolphin,2023-06-14,수,5.1,5,75095
3247,Nano North Shinjuku Apartment,2023-06-14,수,6.4,6,131791
3248,인터내셔널 호텔 가부키초 (International Hotel Kabukicho),2023-06-14,수,6.4,6,75095
3249,신 오쿠보 세키테이(Shin Okubo Sekitei),2023-06-14,수,8.4,8,89175
3250,634 Condo Shinjuku - Vacation STAY 14798v,2023-06-14,수,10.0,10,1835127
3251,도모 호텔 (Domo Hotel),2023-06-14,수,8.4,8,145496
3252,shinjuku lions house,2023-06-14,수,6.8,7,105602
3253,yksi SAUNA & STAY,2023-06-14,수,8.7,9,191568
3254,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-06-14,수,8.8,9,330041
3255,Hotel Shu,2023-06-14,수,7.1,7,152067
3256,SHINJUKU WARM VILLA I,2023-06-14,수,7.7,8,194308
3257,City Hotel Southern Cross,2023-06-14,수,6.2,6,93868
3258,Pod Select Hotel Shinjuku,2023-06-14,수,6.8,7,150800
3259,Hotel Yuyukan Center of Kabukicho Shinjuku,2023-06-14,수,6.1,6,126985
3260,sequence MIYASHITA PARK - Shibuya,2023-06-15,목,8.3,8,404160
3261,The OneFive Tokyo Shibuya,2023-06-15,목,7.8,8,404160
3262,더 밀레니얼스 시부야(The Millennials Shibuya),2023-06-15,목,8.6,9,280535
3263,시부야 스트림 엑셀 호텔 도큐(Shibuya Stream Excel Hotel Tokyu),2023-06-15,목,8.7,9,234296
3264,all day place shibuya,2023-06-15,목,8.5,8,336777
3265,Hotel Wing International Premium Shibuya,2023-06-15,목,8.0,8,233169
3266,아파 호텔 시부야 도겐자카(APA Hotel Shibuya Dogenzakaue),2023-06-15,목,7.3,7,234296
3267,시부야 호텔 엔(Shibuya Hotel En),2023-06-15,목,7.8,8,280535
3268,Mustard Hotel Shibuya,2023-06-15,목,7.5,8,239077
3269,토큐 스테이 시부야(Tokyu Stay Shibuya),2023-06-15,목,8.2,8,293961
3270,도미 인 프리미엄 시부야-진구마에(Dormy Inn Premium Shibuya-jingumae),2023-06-15,목,8.3,8,249737
3271,사쿠라 플뤠르 아오야마(Sakura Fleur Aoyama),2023-06-15,목,8.0,8,297410
3272,시부야 그랑벨 호텔(Shibuya Granbell Hotel),2023-06-15,목,7.4,7,233169
3273,시부야 엑셀 호텔 도큐(Shibuya Excel Hotel Tokyu),2023-06-15,목,8.4,8,175722
3274,트렁크 (호텔)(TRUNK (HOTEL)),2023-06-15,목,8.8,9,216062
3275,토큐 스테이 시부야 신미나미구치(Tokyu Stay Shibuya Shin-Minamiguchi),2023-06-15,목,7.9,8,179308
3276,시부야 크레스톤 호텔(Shibuya Creston Hotel),2023-06-15,목,8.0,8,216062
3277,Hotel DIAMOND,2023-06-15,목,7.4,7,249737
3278,SALON Shibuya,2023-06-15,목,7.4,7,417714
3279,Tabist Hotel New Washington Shibuya,2023-06-15,목,6.6,7,175722
3280,The Millennials Shibuya / Vacation STAY 80745,2023-06-15,목,8.0,8,404160
3281,The Millennials Shibuya / Vacation STAY 80776,2023-06-15,목,8.2,8,404160
3282,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-06-15,목,8.9,9,254834
3283,Hotel Emit Shibuya - Vacation STAY 40892v,2023-06-15,목,7.3,7,426239
3284,Hotel Emit Shibuya - Vacation STAY 40890v,2023-06-15,목,7.4,7,210725
3285,Hotel Emit Shibuya - Vacation STAY 40888v,2023-06-15,목,4.0,4,417714
3286,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-06-15,목,7.8,8,145684
3287,La'gent Hotel Shinjuku Kabukicho,2023-06-15,목,8.4,8,227162
3288,APA Hotel Shinjuku Kabukicho Chuo,2023-06-15,목,7.7,8,138925
3289,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-06-15,목,7.9,8,208857
3290,신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),2023-06-15,목,7.1,7,186518
3291,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-06-15,목,7.9,8,183531
3292,APA Hotel Higashi Shinjuku Kabukicho Tower,2023-06-15,목,8.0,8,128600
3293,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-06-15,목,8.2,8,127661
3294,Tokyu Stay Shinjuku Eastside,2023-06-15,목,8.8,9,308367
3295,HOTEL CEN,2023-06-15,목,8.2,8,149399
3296,MIMARU TOKYO SHINJUKU WEST,2023-06-15,목,8.9,9,563210
3297,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-06-15,목,7.7,8,150189
3298,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-06-15,목,7.3,7,136109
3299,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-06-15,목,7.7,8,148312
3300,Via Inn Shinjuku,2023-06-15,목,8.2,8,159267
3301,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-06-15,목,8.0,8,166894
3302,Bespoke Hotel Shinjuku,2023-06-15,목,8.5,8,248939
3303,호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),2023-06-15,목,8.3,8,232493
3304,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-06-15,목,7.7,8,150189
3305,HOTEL KABUKI,2023-06-15,목,8.9,9,209514
3306,Sotetsu Fresa Inn Higashi Shinjuku,2023-06-15,목,8.2,8,175722
3307,도큐 스테이 신주쿠(Tokyu Stay Shinjuku),2023-06-15,목,8.4,8,273345
3308,호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),2023-06-15,목,8.7,9,241758
3309,HOTEL MYSTAYS Nishi Shinjuku,2023-06-15,목,7.6,8,169538
3310,HOTEL AMANEK Shinjuku Kabukicho,2023-06-15,목,8.5,8,190017
3311,시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),2023-06-15,목,8.6,9,251874
3312,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-06-15,목,8.5,8,371719
