index,Hotel Name,Date,Day,Hotel Score,Hotel Score Round,Price
4955,☆Cozy Japanese style room☆,2023-06-29,목,6.7,7,298032
4956,Square Shibuya 407,2023-06-29,목,5.7,6,249039
4957,Hotel Emit Shibuya - Vacation STAY 40894v,2023-06-29,목,7.5,8,597209
4958,Turn Table,2023-06-29,목,7.8,8,304019
4959,SALON渋谷4A,2023-06-29,목,8.5,8,174595
4960,SQUARE渋谷312,2023-06-29,목,7.0,7,533134
4961,Lions Mansion Dogenzaka 207,2023-06-29,목,5.5,6,298032
4962,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-06-29,목,7.8,8,593718
4963,La'gent Hotel Shinjuku Kabukicho,2023-06-29,목,8.4,8,313022
4964,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-06-29,목,7.9,8,233330
4965,신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),2023-06-29,목,7.1,7,234671
4966,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-06-29,목,7.9,8,593718
4967,APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),2023-06-29,목,7.8,8,148312
4968,호텔 썬루트 플라자 신주쿠(Hotel Sunroute Plaza Shinjuku),2023-06-29,목,8.3,8,220687
4969,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-06-29,목,8.2,8,239460
4970,더 낫 도쿄 신주쿠(THE KNOT TOKYO Shinjuku),2023-06-29,목,8.4,8,234671
4971,Tokyu Stay Shinjuku Eastside,2023-06-29,목,8.8,9,220303
4972,HOTEL CEN,2023-06-29,목,8.2,8,762959
4973,MIMARU TOKYO SHINJUKU WEST,2023-06-29,목,8.9,9,409477
4974,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-06-29,목,7.7,8,233330
4975,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-06-29,목,7.3,7,291663
4976,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-06-29,목,7.7,8,139845
4977,Via Inn Shinjuku,2023-06-29,목,8.2,8,401287
4978,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-06-29,목,8.0,8,306762
4979,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-06-29,목,7.7,8,148312
4980,Bespoke Hotel Shinjuku,2023-06-29,목,8.5,8,269728
4981,호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),2023-06-29,목,8.3,8,151339
4982,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-06-29,목,7.7,8,605834
4983,HOTEL KABUKI,2023-06-29,목,8.9,9,164979
4984,Sotetsu Fresa Inn Higashi Shinjuku,2023-06-29,목,8.2,8,216273
4985,도큐 스테이 신주쿠(Tokyu Stay Shinjuku),2023-06-29,목,8.4,8,161971
4986,호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),2023-06-29,목,8.7,9,993883
4987,HOTEL MYSTAYS Nishi Shinjuku,2023-06-29,목,7.6,8,401287
4988,HOTEL AMANEK Shinjuku Kabukicho,2023-06-29,목,8.5,8,747699
4989,시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),2023-06-29,목,8.6,9,363980
4990,JR Kyushu Hotel Blossom Shinjuku (JR Kyushu Hotel Blossom Shinjuku),2023-06-29,목,8.7,9,137048
4991,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-06-29,목,8.5,8,129538
4992,HOTEL D-WAVE Shinjuku（Adult Only),2023-06-29,목,8.9,9,122029
4993,Book Tea Bed SHINJUKU-GYOEN,2023-06-29,목,7.4,7,405167
4994,Blue Empire Hotel,2023-06-29,목,6.6,7,363980
4995,호텔 페리에(성인 전용)(HOTEL PERRIER (Adult Only)),2023-06-29,목,8.2,8,993883
4996,호텔 더 호텔(성인 전용)(HOTEL THE HOTEL SHINJUKU (Adult Only)),2023-06-29,목,6.7,7,747699
4997,Hotel Matsunoi,2023-06-29,목,8.4,8,129538
4998,아파트 호텔 신주쿠(Apartment Hotel Shinjuku),2023-06-29,목,7.4,7,187925
4999,니시테츠 인 신주쿠(Nishitetsu Inn Shinjuku),2023-06-29,목,8.3,8,356700
5000,Tokyu Stay Yotsuya,2023-06-29,목,7.9,8,277944
5001,호텔 리스텔 신주쿠(Hotel Listel Shinjuku),2023-06-29,목,7.4,7,993883
5002,파크 하얏트 도쿄(Park Hyatt Tokyo),2023-06-29,목,9.2,9,156197
5003,호텔 빌라 폰테인 도쿄-신주쿠(Hotel Villa Fontaine Tokyo-Shinjuku),2023-06-29,목,7.9,8,191760
5004,신주쿠 시티 호텔 N.U.T.S 도쿄(Shinjuku City Hotel N.U.T.S Tokyo),2023-06-29,목,7.7,8,187925
5005,Hotel Petit Bali Garden Shin-Okubo (Adult Only),2023-06-29,목,8.3,8,675278
5006,카도야 호텔(Kadoya Hotel),2023-06-29,목,8.0,8,431795
5007,Hotel Balian Resort Higashi Shinjuku (Adult Only),2023-06-29,목,8.1,8,518154
5008,粋,2023-06-29,목,7.3,7,114941
5009,Hotel QUEEN ANNEX,2023-06-29,목,7.8,8,281605
5010,Shinokubo guest house,2023-06-29,목,9.2,9,136971
5011,호텔 시에나(Hotel Siena),2023-06-29,목,6.6,7,1014167
5012,호텔 타테시나(Hotel Tateshina),2023-06-29,목,6.5,6,129213
5013,HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,2023-06-29,목,5.1,5,277944
5014,Keio Presso Inn Shinjuku,2023-06-29,목,7.8,8,201147
5015,레지던스 호텔 윌 신주쿠 (Residence Hotel Will Shinjuku),2023-06-29,목,6.4,6,75095
5016,Hotel BaliAn Resort Shinjuku Glamping,2023-06-29,목,9.0,9,84482
5017,TOKYO E JOY INN（Okubo branch in Shinjuku）,2023-06-29,목,6.7,7,95784
5018,Hotel Yuyukan - Vacation STAY 10008v,2023-06-29,목,6.1,6,93868
5019,Hotel Rose Garden Shinjuku - Vacation STAY 72146v,2023-06-29,목,7.0,7,93868
5020,SHINJUKU WARM HOUSE,2023-06-29,목,8.3,8,439840
5021,634 Condo Shinjuku - Vacation STAY 01910v,2023-06-29,목,8.0,8,993883
5022,HOTEL LiVEMAX Shinjuku Kabukicho,2023-06-29,목,6.3,6,119588
5023,Hotel Koryukaku,2023-06-29,목,5.8,6,528728
5024,SHINJUKU GLOBAL HOTEL,2023-06-29,목,7.6,8,518154
5025,신주쿠 어반 호텔(Shinjuku Urban Hotel),2023-06-29,목,7.6,8,76627
5026,하나비 호텔(Hanabi Hotel),2023-06-29,목,6.8,7,268738
5027,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-06-29,목,7.5,8,311616
5028,Hotel Rose Garden Shinjuku - Vacation STAY 72147v,2023-06-29,목,9.7,10,197124
5029,토큐 스테이 니시 신주쿠(Tokyu Stay Nishi Shinjuku),2023-06-29,목,8.0,8,423159
5030,Hotel Keihan Tokyo Yotsuya,2023-06-29,목,8.3,8,216273
5031,GLOU Higashi Shinjuku,2023-06-29,목,8.1,8,134098
5032,Daiwa Roynet Hotel Nishi-Shinjuku PREMIER,2023-06-29,목,8.8,9,159385
5033,634 Condo Shinjuku - Vacation STAY 01902v,2023-06-29,목,10.0,10,993883
5034,ホテルパセラリビング東新宿,2023-06-29,목,8.5,8,518154
5035,호텔 록스(Hotel Rocks),2023-06-29,목,5.5,6,75095
5036,호텔 뉴 쇼헤이(Hotel New Shohei),2023-06-29,목,8.0,8,281171
5037,Galois Hotel Shinokubo,2023-06-29,목,8.6,9,156197
5038,오야도 고코치(Oyado Cocochi),2023-06-29,목,7.5,8,191568
5039,Tokyo shinjukutei Hotel Asahi gruop 東京新宿亭ホテル,2023-06-29,목,6.7,7,281605
5040,Toyoko Inn Tokyo Shinjuku Kabukicho,2023-06-29,목,7.3,7,126985
5041,Toyoko Inn Tokyo Shinjuku gyoemmae eki 3 ban Deguchi,2023-06-29,목,7.9,8,126985
5042,Hotel Rose Garden Shinjuku - Vacation STAY 72163v,2023-06-29,목,6.2,6,168580
5043,베스트 호텔(Best Hotel),2023-06-29,목,7.9,8,187737
5044,Miyanonoki guest house,2023-06-29,목,6.0,6,394022
5045,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-06-29,목,8.9,9,131416
5046,Sakura Cross Hotel Shinjuku East Annex,2023-06-29,목,8.8,9,993883
5047,힐튼 도쿄 호텔(Hilton Tokyo Hotel),2023-06-29,목,8.3,8,993883
5048,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-06-29,목,8.3,8,137048
5049,Oakwood Apartments Nishi-Shinjuku,2023-06-29,목,9.0,9,157699
5050,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-06-29,목,8.4,8,356700
5051,오다큐 호텔 센츄리 서던 타워(Odakyu Hotel Century Southern Tower),2023-06-29,목,8.7,9,131416
5052,Okubo Hotel Hawaii,2023-06-29,목,7.8,8,287352
5053,City Hotel Dolphin,2023-06-29,목,5.1,5,84482
5054,Nano North Shinjuku Apartment,2023-06-29,목,6.4,6,197124
5055,인터내셔널 호텔 가부키초 (International Hotel Kabukicho),2023-06-29,목,6.4,6,423159
5056,634 Condo Shinjuku - Vacation STAY 14798v,2023-06-29,목,10.0,10,165208
5057,shinjuku lions house,2023-06-29,목,6.8,7,224533
5058,Kimpton Shinjuku Tokyo  an IHG Hotel,2023-06-29,목,8.7,9,993883
5059,HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,2023-06-29,목,8.7,9,187737
5060,yksi SAUNA & STAY,2023-06-29,목,8.7,9,201147
5061,호텔 엠파이어 인 신주쿠(Hotel Empire in Shinjuku),2023-06-29,목,6.1,6,268738
5062,season guest house,2023-06-29,목,9.0,9,86206
5063,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-06-29,목,8.8,9,993883
5064,Hotel Shu,2023-06-29,목,7.1,7,224533
5065,SHINJUKU WARM VILLA I,2023-06-29,목,7.7,8,119588
5066,City Hotel Southern Cross,2023-06-29,목,6.2,6,229116
5067,Pod Select Hotel Shinjuku,2023-06-29,목,6.8,7,287352
5068,Hotel Yuyukan Center of Kabukicho  Shinjuku,2023-06-29,목,6.1,6,528728
5069,The OneFive Tokyo Shibuya,2023-06-30,금,7.8,8,598467
5070,더 밀레니얼스 시부야(The Millennials Shibuya),2023-06-30,금,8.6,9,384190
5071,시부야 스트림 엑셀 호텔 도큐(Shibuya Stream Excel Hotel Tokyu),2023-06-30,금,8.7,9,376506
5072,Hotel Wing International Premium Shibuya,2023-06-30,금,8.0,8,368621
5073,아파 호텔 시부야 도겐자카(APA Hotel Shibuya Dogenzakaue),2023-06-30,금,7.3,7,376506
5074,시부야 호텔 엔(Shibuya Hotel En),2023-06-30,금,7.8,8,598467
5075,시부야 그랑벨 호텔(Shibuya Granbell Hotel),2023-06-30,금,7.4,7,353555
5076,시부야 엑셀 호텔 도큐(Shibuya Excel Hotel Tokyu),2023-06-30,금,8.4,8,324785
5077,트렁크 (호텔)(TRUNK (HOTEL)),2023-06-30,금,8.8,9,481028
5078,토큐 스테이 시부야 신미나미구치(Tokyu Stay Shibuya Shin-Minamiguchi),2023-06-30,금,7.9,8,560337
5079,시부야 크레스톤 호텔(Shibuya Creston Hotel),2023-06-30,금,8.0,8,376144
5080,Hotel DIAMOND,2023-06-30,금,7.4,7,368621
5081,SALON Shibuya,2023-06-30,금,7.4,7,331413
5082,Tabist Hotel New Washington Shibuya,2023-06-30,금,6.6,7,324785
5083,The Millennials Shibuya / Vacation STAY 80745,2023-06-30,금,8.0,8,231855
5084,The Millennials Shibuya / Vacation STAY 80776,2023-06-30,금,8.2,8,231855
5085,Prince Smart Inn Ebisu,2023-06-30,금,8.0,8,314172
5086,도미 인 익스프레스 메구로 아오바다이 핫 스프링(Dormy Inn Express Meguro Aobadai Hot Spring),2023-06-30,금,8.2,8,307888
5087,토큐 스테이 아오야마 프리미어(Tokyu Stay Aoyama Premier),2023-06-30,금,8.2,8,598467
5088,THE AOYAMA GRAND HOTEL,2023-06-30,금,9.2,9,425722
5089,Act Hotel Shibuya,2023-06-30,금,8.2,8,307888
5090,Olympic Inn Shibuya,2023-06-30,금,6.9,7,598467
5091,remm Roppongi,2023-06-30,금,8.5,8,649194
5092,아파 호텔 롯폰기 에키마에(APA Hotel Roppongi Ekimae),2023-06-30,금,7.6,8,466338
5093,호텔 알라만다 아오야마 도쿄(Hotel Allamanda Aoyama Tokyo),2023-06-30,금,8.6,9,146435
5094,액트 호텔 롯폰기(Act Hotel Roppongi),2023-06-30,금,8.1,8,717155
5095,HOTELみなと-MINATO-,2023-06-30,금,9.1,9,695392
5096,Meguroholic Hotel,2023-06-30,금,7.6,8,466338
5097,그랜드 하얏트 도쿄(Grand Hyatt Tokyo),2023-06-30,금,8.7,9,681485
5098,롯폰기 호텔 에스(Roppongi Hotel S),2023-06-30,금,8.3,8,681485
5099,사쿠라 호텔 하타가야(Sakura Hotel Hatagaya),2023-06-30,금,7.1,7,649194
5100,The Westin Tokyo,2023-06-30,금,8.7,9,598467
5101,ＨＯＴＥＬ ＧＬＡＮＺ ＣＡＳＣＡＴＡ - Vacation STAY 74636v,2023-06-30,금,10.0,10,475855
5102,도큐 스테이 메구로 유텐지(Tokyu Stay Meguro Yutenji),2023-06-30,금,8.0,8,717155
5103,Port House Hatsudai,2023-06-30,금,8.6,9,697308
5104,MUSTARD HOTEL SHIMOKITAZAWA,2023-06-30,금,8.2,8,146435
5105,아파 호텔 니시-아자부(APA Hotel Nishi-Azabu),2023-06-30,금,6.6,7,133906
5106,HOTEL KABUKI,2023-06-30,금,8.9,9,853436
5107,APA 호텔 & 리조트 니시신주쿠-고초메-에키 타워(APA Hotel & Resort Nishishinjuku-Gochome-Eki Tower),2023-06-30,금,8.2,8,234154
5108,호텔 로즈 가든 신주쿠(Hotel Rose Garden Shinjuku),2023-06-30,금,7.9,8,206524
5109,APA Hotel Roppongi SIX,2023-06-30,금,7.8,8,206524
5110,APA Hotel & Resort Roppongi-Eki-Higashi,2023-06-30,금,8.3,8,378477
5111,Comfort Inn Tokyo Roppongi,2023-06-30,금,8.1,8,378477
5112,신주쿠 프린스 호텔(Shinjuku Prince Hotel),2023-06-30,금,7.9,8,183043
5113,호텔 마이스테이 프리미어 아카사카(Hotel Mystays Premier Akasaka),2023-06-30,금,8.3,8,183043
5114,Super Hotel Premier Akasaka,2023-06-30,금,8.4,8,241711
5115,더 낫 도쿄 신주쿠(THE KNOT TOKYO Shinjuku),2023-06-30,금,8.4,8,197124
5116,시타딘스 센트럴 신주쿠 도쿄 (Citadines Central Shinjuku Tokyo),2023-06-30,금,8.0,8,246644
5117,Via Inn Prime Akasaka,2023-06-30,금,8.9,9,164749
5118,HOTEL HILLARYS Akasaka,2023-06-30,금,8.3,8,241711
5119,시타딘 신주쿠 도쿄(Citadines Shinjuku Tokyo),2023-06-30,금,8.6,9,253828
5120,신주쿠 워싱턴 호텔(Shinjuku Washington Hotel),2023-06-30,금,7.1,7,161454
5121,APA 호텔 신주쿠 교에마에 (APA Hotel Shinjuku Gyoemmae),2023-06-30,금,7.8,8,161454
5122,호텔 몬토레 아카사카(Hotel Monterey Akasaka),2023-06-30,금,8.4,8,248751
5123,Hotel Villa Fontaine Grand Tokyo-Roppongi,2023-06-30,금,8.0,8,201147
5124,센츄리온 호텔 그랜드 아카사카미츠케 스테이션(Centurion Hotel Grand Akasakamitsuke Station),2023-06-30,금,7.1,7,237487
5125,더 센츄리온 클래식 아카사카(The Centurion Classic Akasaka),2023-06-30,금,8.3,8,766273
5126,OMO3 Tokyo Akasaka by Hoshino Resort,2023-06-30,금,8.1,8,563210
5127,소테츠 프레사 인 도쿄 롯폰기(Sotetsu Fresa Inn Tokyo Roppongi),2023-06-30,금,8.1,8,386201
5128,HOTEL SUI AKASAKA by ABEST,2023-06-30,금,7.8,8,178350
5129,APA 빌라 호텔 아카사카-미츠케(APA Villa Hotel Akasaka-Mitsuke),2023-06-30,금,7.4,7,563210
5130,Oakwood Hotel & Apartments Azabu Tokyo,2023-06-30,금,8.7,9,161990
5131,니시테츠 인 신주쿠(Nishitetsu Inn Shinjuku),2023-06-30,금,8.3,8,528010
5132,Hotel New Otani Tokyo The Main,2023-06-30,금,8.6,9,718381
5133,the b sangenjaya,2023-06-30,금,7.3,7,598467
5134,호텔 리스텔 신주쿠(Hotel Listel Shinjuku),2023-06-30,금,7.4,7,598467
5135,Via Inn Shinjuku,2023-06-30,금,8.2,8,804490
5136,Tokyu Stay Yotsuya,2023-06-30,금,7.9,8,206513
5137,HOTEL LiVEMAX Akasaka GRANDE,2023-06-30,금,7.4,7,928790
5138,Hotel Shu,2023-06-30,금,7.1,7,820908
5139,THE LIVELY TOKYO AZABUJUBAN(The LIVELY TOKYO AZABUJUBAN),2023-06-30,금,8.6,9,242334
5140,HOTEL LiVEMAX Akasaka,2023-06-30,금,6.8,7,598467
5141,KARIO SASAZUKA TERRACE,2023-06-30,금,8.3,8,237487
5142,Book Tea Bed SHINJUKU-GYOEN,2023-06-30,금,7.4,7,804490
5143,게이오 플라자 호텔 도쿄(Keio Plaza Hotel Tokyo),2023-06-30,금,8.4,8,598467
5144,센츄리온 호텔 레지덴셜 아카사카 스테이션(Centurion Hotel Residential Akasaka Station),2023-06-30,금,7.6,8,528010
5145,Hotel QUEEN ANNEX,2023-06-30,금,7.8,8,158750
5146,파크 하얏트 도쿄(Park Hyatt Tokyo),2023-06-30,금,9.2,9,235341
5147,게이오 프레소 인 아카사카(Keio Presso Inn Akasaka),2023-06-30,금,8.2,8,210728
5148,ART HOTELS SHIBUYA,2023-06-30,금,8.4,8,184508
5149,호텔 아베스트 메구로(Hotel Abest Meguro),2023-06-30,금,6.2,6,184508
5150,호텔 록스(Hotel Rocks),2023-06-30,금,5.5,6,928790
5151,Sotetsu Fresa Inn Tokyo-Akasaka,2023-06-30,금,8.3,8,164749
5152,MIMARU TOKYO SHINJUKU WEST,2023-06-30,금,8.9,9,181990
5153,매로드 인 아카사카(Marroad Inn Akasaka),2023-06-30,금,6.7,7,2120420
5154,Hotel Yuyukan - Vacation STAY 10008v,2023-06-30,금,6.1,6,947745
5155,호텔 미드 인 메구로 에키마에(Hotel Mid In Meguro Ekimae),2023-06-30,금,7.0,7,1908378
5156,Cerulean Tower Tokyu Hotel  A Pan Pacific Partner Hotel,2023-06-30,금,8.9,9,353555
5157,Mitsui Garden Hotel Jingugaien Tokyo Premier,2023-06-30,금,8.8,9,149423
5158,더 리츠-칼튼  도쿄(The Ritz-Carlton  Tokyo),2023-06-30,금,8.5,8,731790
5159,호텔 윙 인터내셔널 프리미엄 도쿄 요츠야 (Hotel Wing International Premium Tokyo Yotsuya),2023-06-30,금,8.3,8,598467
5160,게이오 프라자 호텔 도쿄 프리미어 그랜드 (Keio Plaza Hotel Tokyo Premier Grand),2023-06-30,금,8.9,9,178350
5161,Kimpton Shinjuku Tokyo  an IHG Hotel,2023-06-30,금,8.7,9,206513
5162,COCOSHUKU Shinjuku-Hanazono,2023-06-30,금,8.1,8,173743
5163,Hotel Rose Garden Shinjuku - Vacation STAY 72146v,2023-06-30,금,7.0,7,170268
5164,Hotel Rose Garden Shinjuku - Vacation STAY 72147v,2023-06-30,금,9.7,10,170268
5165,Pod Select Hotel Shinjuku,2023-06-30,금,6.8,7,316087
5166,THE LIVELY AZABUJUBAN TOKYO / Vacation STAY 77702,2023-06-30,금,6.0,6,309766
5167,Keio Presso Inn Shinjuku,2023-06-30,금,7.8,8,309766
5168,Hotel Yuyukan Center of Kabukicho  Shinjuku,2023-06-30,금,6.1,6,148705
5169,아카사카 어반 호텔(Akasaka Urban Hotel),2023-06-30,금,8.1,8,1908378
5170,호텔 가조엔 도쿄(Hotel Gajoen Tokyo),2023-06-30,금,9.6,10,145731
5171,호텔 선라이트 신주쿠(Hotel Sunlite Shinjuku),2023-06-30,금,7.5,8,145731
5172,그랜드 프린스 호텔 다카나와(Grand Prince Hotel Takanawa),2023-06-30,금,8.3,8,205009
5173,시나가와 프린스 호텔(Shinagawa Prince Hotel),2023-06-30,금,8.0,8,206510
5174,신주쿠 그랑벨 호텔(Shinjuku Granbell Hotel),2023-06-30,금,7.8,8,261491
5175,APA Hotel Shinjuku Kabukicho Chuo,2023-06-30,금,7.7,8,210725
5176,APA 호텔 신주쿠-가부키쵸 타워(APA Hotel Shinjuku-Kabukicho Tower),2023-06-30,금,7.7,8,208809
5177,도쿄 프린스 호텔 (Tokyo Prince Hotel),2023-06-30,금,8.4,8,598467
5178,APA Hotel Higashi Shinjuku Kabukicho Tower,2023-06-30,금,8.0,8,598467
5179,APA Hotel Pride Kokkaigijidomae - National Diet Bldg.,2023-06-30,금,8.5,8,205009
5180,호텔 그레이서리 신주쿠(Hotel Gracery Shinjuku),2023-06-30,금,8.3,8,426182
5181,Sotetsu Fresa Inn Daimon,2023-06-30,금,8.5,8,206510
5182,시바 파크 호텔(Shiba Park Hotel),2023-06-30,금,8.6,9,440794
5183,Miyako City Tokyo Takanawa,2023-06-30,금,8.7,9,440794
5184,Shizutetsu Hotel Prezio Tokyo Tamachi,2023-06-30,금,8.8,9,489771
5185,La'gent Hotel Shinjuku Kabukicho,2023-06-30,금,8.4,8,200189
5186,호텔 몬토레 한조몬(Hotel Monterey Hanzomon),2023-06-30,금,8.3,8,355009
5187,HOTEL CEN,2023-06-30,금,8.2,8,196185
5188,네스트 호텔 도쿄 한조몬(Nest Hotel Tokyo Hanzomon),2023-06-30,금,8.4,8,220303
5189,시나가와 토부 호텔(Shinagawa Tobu Hotel),2023-06-30,금,7.8,8,282180
5190,호텔 그랜드 아크 한조몬(Hotel Grand Arc Hanzomon),2023-06-30,금,8.6,9,276536
5191,APA 호텔 시나가와 센가쿠지 에키마에(APA Hotel Shinagawa Sengakuji Eki-Mae),2023-06-30,금,7.8,8,196185
5192,Hotel Keihan Tokyo Yotsuya,2023-06-30,금,8.3,8,355009
5193,JR-East Hotel Mets Gotanda,2023-06-30,금,8.8,9,270341
5194,프리미어 호텔 캐빈 신주쿠(Premier Hotel Cabin Shinjuku),2023-06-30,금,7.7,8,347313
5195,Hotel Wing International Shimbashi Onarimon,2023-06-30,금,8.3,8,276536
5196,소테츠 프레사 인 도쿄 타마치 (Sotetsu Fresa Inn Tokyo Tamachi),2023-06-30,금,8.1,8,275858
5197,Hotel Villa Fontaine Grand Tokyo-Tamachi,2023-06-30,금,8.2,8,262832
5198,아파 호텔 히가시-신주쿠-에키마에(APA Hotel Higashi-Shinjuku-Ekimae),2023-06-30,금,7.7,8,270341
5199,APA 호텔 - 히가시신주쿠 가부키초 히가시(APA Hotel - Higashishinjuku Kabukicho Higashi),2023-06-30,금,7.7,8,391393
5200,HOTEL MYSTAYS Nishi Shinjuku,2023-06-30,금,7.6,8,1308754
5201,Galois Hotel Shinokubo,2023-06-30,금,8.6,9,331121
5202,Smile Hotel Shinagawasengakujiekimae,2023-06-30,금,8.2,8,371719
5203,Mitsui Garden Hotel Gotanda - Tokyo,2023-06-30,금,8.6,9,337878
5204,E 호텔 히가시 신주쿠(E Hotel Higashi Shinjuku),2023-06-30,금,7.3,7,229882
5205,더 프린스 파크 타워 도쿄(The Prince Park Tower Tokyo),2023-06-30,금,8.9,9,268195
5206,아파 호텔 히가시 신주쿠 가부키초(APA Hotel Higashi Shinjuku Kabukicho),2023-06-30,금,7.5,8,1308754
5207,GLOU Higashi Shinjuku,2023-06-30,금,8.1,8,331121
5208,Blue Empire Hotel,2023-06-30,금,6.6,7,292869
5209,Stay SAKURA Tokyo Shinjuku Hyakukura,2023-06-30,금,8.5,8,354401
5210,호텔 마이스테이스 고탄다역(Hotel Mystays Gotanda Station),2023-06-30,금,7.5,8,292869
5211,APA 호텔 미타-에키마에(APA Hotel Mita-Ekimae),2023-06-30,금,7.5,8,227200
5212,아파 호텔 신바시 도라노몬(APA Hotel Shimbashi Toranomon),2023-06-30,금,7.4,7,465702
5213,호텔 & 스파 제이-멕스 신주쿠 가부키초(성인 전용)(HOTEL & SPA J-MEX Shinjuku Kabukicho (Adult Only)),2023-06-30,금,8.7,9,598467
5214,the b shimbashi toranomon,2023-06-30,금,8.1,8,456388
5215,호텔 마이스테이스 고탄다(HOTEL MYSTAYS Gotanda),2023-06-30,금,7.5,8,456388
5216,Hotel Grand Hill Ichigaya,2023-06-30,금,8.0,8,598467
5217,토큐 스테이 다카나와(Tokyu Stay Takanawa),2023-06-30,금,8.7,9,439840
5218,소테츠 프레사 인 하마마츠초 다이몬(Sotetsu Fresa Inn Hamamatsucho-Daimon),2023-06-30,금,7.9,8,222698
5219,LOF HOTEL Shimbashi,2023-06-30,금,8.1,8,225284
5220,호텔 더 셀레스틴 도쿄 시바(Hotel The Celestine Tokyo Shiba),2023-06-30,금,8.8,9,262832
5221,호텔 페리에(성인 전용)(HOTEL PERRIER (Adult Only)),2023-06-30,금,8.2,8,379305
5222,Bespoke Hotel Shinjuku,2023-06-30,금,8.5,8,225284
5223,KEIKYU EX INN Hamamatsucho Daimon-Station,2023-06-30,금,8.5,8,469859
5224,Shinagawa Prince Hotel N Tower,2023-06-30,금,7.8,8,598467
5225,Pullman Tokyo Tamachi,2023-06-30,금,8.7,9,1454171
5226,Rose Stay Tokyo Shiba Park,2023-06-30,금,7.6,8,211204
5227,Hotel Balian Resort Higashi Shinjuku (Adult Only),2023-06-30,금,8.1,8,215514
5228,HOTEL LiVEMAX Shinjuku Kabukicho-Meijidori,2023-06-30,금,5.1,5,122029
5229,Okubo Hotel Hawaii,2023-06-30,금,7.8,8,201147
5230,게이오 프레소 인 하마마츠쵸 (Keio Presso Inn Hamamatsucho),2023-06-30,금,8.1,8,122029
5231,토큐 스테이 고탄다(Tokyu Stay Gotanda),2023-06-30,금,8.2,8,627457
5232,The Tokyo EDITION  Toranomon,2023-06-30,금,8.5,8,233713
5233,HOTEL D-WAVE Shinjuku（Adult Only),2023-06-30,금,8.9,9,211204
5234,The Okura Tokyo,2023-06-30,금,9.4,9,229039
5235,더 프린스 갤러리 도쿄 쿄이초  어 럭셔리 컬렉션 호텔(The Prince Gallery Tokyo Kioicho  a Luxury Collection Hotel),2023-06-30,금,9.3,9,229039
5236,헌드레드 스테이 도쿄 신주쿠(Hundred Stay Tokyo Shinjuku),2023-06-30,금,8.8,9,896367
5237,더 프린스 사쿠라 타워 도쿄  오토그래프 컬렉션(The Prince Sakura Tower Tokyo  Autograph Collection),2023-06-30,금,8.8,9,391393
5238,THE KITANO HOTEL TOKYO,2023-06-30,금,9.1,9,627457
5239,더 캐피톨 호텔 도큐(The Capitol Hotel Tokyu),2023-06-30,금,9.3,9,124519
5240,HOTEL LiVEMAX BUDGET Shinbashi,2023-06-30,금,5.9,6,431044
5241,Akasaka Urban Hotel Annex,2023-06-30,금,8.5,8,431044
5242,Shinagawa Prince Hotel East Tower,2023-06-30,금,6.4,6,598467
5243,HOTEL LiVEMAX Shinjuku Kabukicho,2023-06-30,금,6.3,6,512814
5244,Time Camp Takanawa 4F - Vacation STAY 81487v,2023-06-30,금,6.0,6,266280
5245,SHINJUKU WARM VILLA I,2023-06-30,금,7.7,8,1014167
5246,＃３４ SHINJUKU RION HOTEL,2023-06-30,금,6.0,6,993883
5247,五反田BaliBaliANNEX,2023-06-30,금,6.4,6,615623
5248,SHINJUKU WARM HOUSE,2023-06-30,금,8.3,8,260954
