Hotel Name,mean_price,Time_Cost_NRT,Money_Cost_NRT,Time_Walk_NRT,Time_Cost_HND,Money_Cost_HND,Time_Walk_HND
japan house sugamo,255105.0,57.0,26194.0,9.0,52.0,5067.0,8.0
Hotel COREST (Adult Only),384471.0,75.0,12906.0,13.0,38.0,4493.0,8.0
匯金北池袋ビル,275028.0,71.0,26290.0,18.0,64.0,5545.0,18.0
수퍼 호텔 JR 이케부쿠로 니시구치 (Super Hotel JR Ikebukuro Nishiguchi),252457.0,64.0,26290.0,11.0,56.0,5545.0,10.0
Okachimachi Urban Hotel,295478.0,52.0,24569.0,11.0,42.0,5640.0,8.0
후타코타마가와 엑셀 호텔 도큐 (Futakotamagawa Excel Hotel Tokyu),500341.0,112.0,16061.0,15.0,52.0,10994.0,2.0
ホテル プレジール秋葉原 昭和通り口,288163.0,75.0,12524.0,16.0,38.0,6405.0,13.0
Hotel Gran Villa,311114.0,55.0,26194.0,7.0,52.0,5067.0,7.0
無料wi-fi JING HOUSE 秋葉原 電動自転車レンタル,217922.0,55.0,26194.0,5.0,35.0,6405.0,10.0
Otsuka Town Hotel,306255.0,58.0,26194.0,8.0,55.0,6788.0,11.0
HOTEL LiVEMAX Nihonbashi Hakozaki,266088.0,74.0,13097.0,10.0,47.0,8604.0,2.0
HOTEL PARK SIDE,264976.0,47.0,24569.0,6.0,42.0,6501.0,14.0
REIMI MONDO,177397.0,68.0,26290.0,15.0,67.0,5545.0,16.0
akihabara marutomo hotel,180332.0,56.0,26290.0,11.0,38.0,6405.0,13.0
R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 40485v,164332.0,55.0,26194.0,5.0,52.0,6788.0,8.0
TORA HOTEL Tokyo Ueno 寅ホテル 上野 D,306032.0,51.0,24569.0,10.0,40.0,6501.0,12.0
R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 14225v,289203.0,55.0,26194.0,5.0,52.0,6788.0,8.0
HOTEL LiVEMAX Ikebukuro Ekimae,419377.0,63.0,26290.0,10.0,61.0,5545.0,10.0
HOTEL LiVEMAX Nihonbashi Ningyocho,314785.0,57.0,26290.0,9.0,37.0,4493.0,2.0
HOTEL LiVEMAX Asakusabashi-Ekimae,366473.0,59.0,26194.0,5.0,42.0,4493.0,3.0
unito CHIYODA,302893.0,61.0,26290.0,16.0,47.0,4493.0,10.0
MIMARU TOKYO UENO OKACHIMACHI,294399.0,50.0,24569.0,9.0,39.0,6501.0,11.0
HOTEL LiVEMAX Tokyo Bakurocho,653445.0,60.0,26290.0,13.0,42.0,4493.0,5.0
HOTEL LiVEMAX Akihabara Kita,452372.0,58.0,26290.0,15.0,44.0,6405.0,19.0
Ikebukuro Grand Hotel,486511.0,63.0,26290.0,10.0,61.0,5545.0,10.0
Ikebukuro Central Hotel,326609.0,62.0,26290.0,9.0,60.0,5545.0,9.0
호텔 아메시스트(Hotel Amethyst),290439.0,64.0,26290.0,11.0,61.0,12428.0,6.0
Ueno Station Hostel Oriental 1 Male Only,244441.0,46.0,24569.0,5.0,38.0,6501.0,10.0
ICI HOTEL Ueno Shin Okachimachi,172031.0,58.0,24569.0,17.0,55.0,5067.0,5.0
컴포트 호텔 도쿄 기요스미 시라카와(Comfort Hotel Tokyo Kiyosumi Shirakawa),238769.0,67.0,26672.0,11.0,45.0,5067.0,3.0
APA Hotel & Resort Ryogoku Eki Tower,238956.0,67.0,26290.0,14.0,54.0,4493.0,14.0
Ueno Woo Hotel,224901.0,57.0,26290.0,11.0,56.0,5067.0,6.0
APA Hotel Asakusa Kuramae Ekimae,167047.0,87.0,10612.0,2.0,41.0,4493.0,1.0
HOTEL MYSTAYS Kiyosumi shirakawa,192144.0,72.0,26672.0,16.0,45.0,5067.0,8.0
APA Hotel Asakusa Shin Okachimachi Ekimae,337779.0,57.0,26290.0,11.0,50.0,5067.0,5.0
호텔 선루트 스텔라 우에노(Hotel Sunroute Stellar Ueno),177612.0,49.0,24569.0,8.0,38.0,6501.0,10.0
APA Hotel Ueno Inaricho Ekikita,247207.0,54.0,26290.0,8.0,44.0,5927.0,8.0
APA 호텔 아사쿠사 다와라마치 에키마에(APA Hotel Asakusa Tawaramachi Ekimae),256827.0,56.0,26290.0,8.0,43.0,5067.0,10.0
리치몬드 호텔 프리미어 무사시코스기(Richmond Hotel Premier Musashikosugi),186617.0,80.0,32695.0,5.0,47.0,5449.0,7.0
hotel MONday Premium TOYOSU,315602.0,112.0,12428.0,1.0,51.0,8700.0,1.0
우에노 호텔(Ueno Hotel),257528.0,54.0,24569.0,13.0,43.0,6501.0,15.0
Agora Place Tokyo Asakusa,194964.0,55.0,26290.0,7.0,42.0,5067.0,9.0
아파 호텔 스가모 에키마에(APA Hotel Sugamo Ekimae),442180.0,54.0,26194.0,6.0,44.0,5067.0,4.0
APA Hotel Ueno Ekimae,372685.0,53.0,24569.0,12.0,42.0,6501.0,14.0
hotel MONday Akihabara Asakusabashi,171422.0,89.0,10612.0,3.0,42.0,4493.0,3.0
APA 호텔 도쿄 이타바시 에키마에(APA Hotel Tokyo Itabashi Ekimae),230234.0,67.0,26290.0,6.0,54.0,5067.0,10.0
JR-East Hotel Mets Komagome,345136.0,50.0,26003.0,4.0,47.0,6788.0,7.0
Serorin Light Hotel Tokyo,267973.0,61.0,26290.0,13.0,51.0,5067.0,6.0
KOKO HOTEL Residence Asakusa Tawaramachi,195850.0,56.0,26290.0,8.0,43.0,5067.0,10.0
우에노 토우가네야 호텔(Ueno Touganeya Hotel),261128.0,49.0,24569.0,8.0,40.0,6501.0,12.0
Tosei Hotel Cocone Ueno,272402.0,47.0,24569.0,6.0,40.0,6501.0,12.0
오크 호텔 에도(Oak Hotel Edo),182844.0,66.0,26290.0,12.0,40.0,4493.0,5.0
MONday Apart Premium UENO,256829.0,53.0,24569.0,12.0,38.0,6501.0,10.0
MONday Apart Ueno Shinokachimachi,257112.0,57.0,26290.0,11.0,45.0,6501.0,17.0
미마루 도쿄 우에노 이나리초(MIMARU TOKYO UENO INARICHO),170752.0,55.0,24569.0,14.0,44.0,5927.0,8.0
미마루 도쿄 우에노 노스(MIMARU TOKYO UENO NORTH),166664.0,54.0,24569.0,13.0,42.0,6501.0,14.0
아파 호텔 아사쿠사바시-에키키타(APA Hotel Asakusabashi-Ekikita),154554.0,62.0,26194.0,8.0,43.0,4493.0,4.0
APA Hotel Ueno Ekikita,367561.0,53.0,24569.0,12.0,42.0,6501.0,14.0
우에노 어번 호텔(Ueno Urban Hotel),272021.0,51.0,24569.0,10.0,40.0,6501.0,12.0
Tosei Hotel Cocone Asakusa Kuramae,188986.0,62.0,26290.0,12.0,40.0,5067.0,7.0
APA Hotel Komagome Ekimae,556071.0,53.0,26003.0,7.0,50.0,6788.0,10.0
GreenHotel,273601.0,53.0,24569.0,12.0,39.0,6501.0,11.0
호텔 빌라 퐁텐 도쿄-우에노 오카치마치(Hotel Villa Fontaine Tokyo-Ueno Okachimachi),278730.0,57.0,26290.0,14.0,45.0,6501.0,17.0
플렉스스테이 인 에코다(FLEXSTAY INN Ekoda),374104.0,73.0,28106.0,12.0,66.0,5545.0,10.0
도쿄 우에노 뉴 이즈 호텔 (Tokyo Ueno New Izu Hotel),305682.0,57.0,26003.0,11.0,42.0,6501.0,14.0
도큐 스테이 몬젠-나카초(Tokyu Stay Monzen-Nakacho),385265.0,70.0,26290.0,9.0,40.0,5640.0,5.0
Hotel Comfact,388818.0,56.0,26003.0,12.0,44.0,6501.0,16.0
Tabist Hiromas Hotel Kura,295850.0,44.0,6501.0,16.0,44.0,6501.0,16.0
Sutton Place Hotel Ueno,503799.0,44.0,6501.0,16.0,44.0,6501.0,16.0
호텔 게스트1 우에노 에키마에(HOTEL Guest1 Ueno Ekimae),276711.0,44.0,6501.0,16.0,44.0,6501.0,16.0
HOTEL LiVEMAX BUDGET Higashi Ueno,227677.0,44.0,6501.0,16.0,51.0,4493.0,11.0
호텔 마이스테이스 우에노 이나리초(HOTEL MYSTAYS Ueno Inaricho),217340.0,55.0,26290.0,9.0,44.0,5927.0,8.0
stayme THE HOTEL Ueno,249922.0,52.0,24569.0,11.0,41.0,6501.0,13.0
Ostay UENO Hotel Apartment,392290.0,48.0,24569.0,12.0,49.0,6501.0,13.0
HOTEL LiVEMAX Asakusabashi-Eki Kitaguchi,395556.0,61.0,26194.0,7.0,41.0,4493.0,2.0
Hotel Trend Asakusa Tawaramachi,222876.0,57.0,26290.0,9.0,43.0,5067.0,10.0
호텔 선타르가스 우에노(Hotel Suntargas Ueno),229297.0,48.0,24569.0,7.0,41.0,6501.0,13.0
Hotel Mid In Kuramae Ekimae,276666.0,64.0,26290.0,16.0,41.0,4493.0,1.0
FL Hotel Asakusa,243530.0,60.0,26290.0,14.0,50.0,5927.0,14.0
Tabist Hiromas Hostel in Ueno,194918.0,57.0,26003.0,13.0,45.0,6501.0,17.0
웹 호텔 도쿄 아사쿠사바시(Web Hotel Tokyo Asakusabashi),260724.0,59.0,26194.0,5.0,40.0,4493.0,11.0
Tabist Hiromas Hotel Kotobuki,236640.0,60.0,26290.0,12.0,41.0,5067.0,8.0
FL Hotel Asakusa - Vacation STAY 32665v,266789.0,60.0,26290.0,14.0,50.0,5927.0,14.0
FL Hotel Asakusa - Vacation STAY 32678v,278883.0,60.0,26290.0,14.0,50.0,5927.0,14.0
Hotel Suntargas Ueno - Vacation STAY 08468v,284625.0,48.0,24569.0,7.0,41.0,6501.0,13.0
Hotel Suntargas Ueno - Vacation STAY 08474v,285807.0,48.0,24569.0,7.0,41.0,6501.0,13.0
Uhome Ueno Apartment 4,302399.0,56.0,26290.0,10.0,45.0,5927.0,9.0
IKIDANE Residential Hotel Komagome,235937.0,54.0,26003.0,8.0,51.0,6788.0,11.0
HOTEL LiVEMAX Ueno-Ekimae,342077.0,52.0,24569.0,11.0,45.0,4876.0,10.0
Hotel Cocoro Inn Asakusa Kuramae,351623.0,62.0,26290.0,14.0,43.0,4493.0,3.0
HOTEL LiVEMAX BUDGET Nippori,336556.0,48.0,24569.0,11.0,49.0,5927.0,9.0
HOTEL K3 asakusa,222567.0,67.0,26577.0,4.0,47.0,5067.0,14.0
아사쿠사 호텔 하타고(Asakusa Hotel Hatago),323455.0,62.0,26290.0,11.0,37.0,5067.0,4.0
아파 호텔 도쿄 시오미 에키마에(APA Hotel Tokyo Shiomi Ekimae),254926.0,73.0,27915.0,12.0,48.0,7266.0,7.0
Far East Village Hotel Tokyo  Asakusa,174401.0,57.0,26290.0,9.0,43.0,5067.0,10.0
아파 호텔 TKP 닛포리 에키마에(APA Hotel TKP Nippori Ekimae),200032.0,39.0,24569.0,2.0,46.0,4876.0,6.0
Hotel Tokyo Trip,216848.0,44.0,24569.0,7.0,48.0,4876.0,6.0
Hotel Trend Tobu Asakusa-Eki Kita,251722.0,60.0,26290.0,9.0,41.0,5067.0,8.0
APA Hotel Asakusa Kuramae Kita,268965.0,62.0,26290.0,14.0,38.0,5067.0,5.0
APA Hotel Asakusa Kuramae (APA Hotel Asakusa Kuramae),219944.0,61.0,12524.0,6.0,39.0,5067.0,6.0
APA Hotel Keikyu Kamata-Ekimae,178270.0,83.0,32982.0,8.0,12.0,2008.0,4.0
호텔 아마네크 아사쿠사 에키마에(Hotel Amanek Asakusa Ekimae),177353.0,59.0,12524.0,4.0,37.0,5067.0,4.0
호텔 선루트 아사쿠사 (Hotel Sunroute Asakusa),283143.0,56.0,26290.0,8.0,42.0,5067.0,9.0
APA Hotel Asakusa Kaminarimon Minami,202124.0,60.0,12524.0,5.0,38.0,5067.0,5.0
APA Hotel Asakusa Ekimae,258723.0,57.0,12524.0,2.0,35.0,5067.0,2.0
소테츠 프레사 인 도쿄-토요초(Sotetsu Fresa Inn Tokyo-Toyocho),322374.0,79.0,14149.0,4.0,38.0,9560.0,3.0
APA 호텔 아사쿠사 카미나리몬 (APA Hotel Asakusa Kaminarimon),265267.0,60.0,12524.0,5.0,38.0,5067.0,5.0
호텔 루트-인 그랜드 도쿄 도요초(Hotel Route-Inn Grand Tokyo Toyocho),212562.0,80.0,14149.0,5.0,39.0,9560.0,4.0
HOTEL TAVINOS ASAKUSA,269067.0,66.0,26577.0,5.0,49.0,5067.0,16.0
KOKO HOTEL Residence Asakusa Kappabashi,307026.0,65.0,26577.0,12.0,51.0,5067.0,18.0
Dormy Inn EXPRESS Asakusa,251641.0,61.0,12524.0,6.0,39.0,5067.0,6.0
소테츠 프레사 인 도쿄 킨시초(Sotetsu Fresa Inn Tokyo Kinshicho),299444.0,73.0,25143.0,5.0,41.0,5067.0,8.0
The Kanzashi Tokyo Asakusa,277497.0,68.0,26577.0,5.0,48.0,5067.0,15.0
Tokyo Bay Shiomi Prince Hotel,284660.0,77.0,13862.0,5.0,48.0,7266.0,7.0
더 게이트 호텔 아사쿠사 카미나리몬 바이 훌릭(The Gate Hotel Asakusa Kaminarimon by Hulic),384091.0,61.0,12524.0,6.0,39.0,5067.0,6.0
리치몬드 호텔 아사쿠사(Richmond Hotel Asakusa),355747.0,66.0,26577.0,5.0,44.0,5067.0,11.0
게스트하우스 와고코로(Guest House Wagokoro),265541.0,45.0,24569.0,9.0,54.0,5067.0,9.0
ART HOTEL Nippori Lungwood,373773.0,38.0,24569.0,2.0,46.0,4876.0,6.0
호텔 세레소(Hotel Cerezo),762884.0,45.0,24569.0,9.0,46.0,4876.0,8.0
KAIKA TOKYO by THE SHARE HOTELS,223186.0,64.0,12524.0,9.0,42.0,5067.0,9.0
칸데오 호텔 우에노 파크(Candeo Hotels Ueno Park),350174.0,50.0,26003.0,5.0,45.0,4876.0,7.0
Vessel Inn Ueno Iriya Ekimae,715485.0,55.0,26290.0,9.0,52.0,5927.0,3.0
슈퍼 호텔 아사쿠사(Super Hotel Asakusa),267466.0,65.0,12524.0,10.0,43.0,5067.0,10.0
호텔 트렌드 아사쿠사(Hotel Trend Asakusa),218423.0,58.0,26290.0,10.0,43.0,5067.0,10.0
리치몬드 호텔 프리미어 아사쿠사 인터내셔널(Richmond Hotel Premier Asakusa International),243007.0,65.0,26577.0,4.0,44.0,5067.0,11.0
Minn Kamata,425134.0,90.0,32695.0,9.0,36.0,4589.0,10.0
Hotel Amanek Kamata-Eki Mae,203771.0,86.0,32695.0,5.0,21.0,2008.0,13.0
소테츠 프레사 인 도쿄 카마타 (Sotetsu Fresa Inn Tokyo Kamata),300185.0,87.0,32695.0,6.0,17.0,2008.0,9.0
APA Hotel Kamata-Ekimae,182729.0,84.0,32982.0,9.0,13.0,2008.0,5.0
Onyado Nono Asakusa Natural Hot Spring,248535.0,67.0,26577.0,6.0,55.0,5067.0,13.0
나고미 호텔 닛포리(Nagomi Hotel Nippori),476937.0,46.0,26003.0,4.0,50.0,5067.0,5.0
B:콘테 아사쿠사(B:CONTE Asakusa),320477.0,66.0,26577.0,5.0,52.0,5067.0,10.0
花築・浅草和心ホテル,179013.0,65.0,12524.0,10.0,52.0,5067.0,10.0
호텔 게이한 아사쿠사(Hotel Keihan Asakusa),381574.0,66.0,26577.0,5.0,56.0,5067.0,14.0
호텔 마이스테이스 닛포리(HOTEL MYSTAYS Nippori),287361.0,41.0,24569.0,5.0,46.0,6501.0,12.0
TOKYO EAST SIDE HOTEL KAIE,338756.0,76.0,13862.0,4.0,43.0,7266.0,5.0
Asakusa View Hotel Annex Rokku,255442.0,66.0,26577.0,5.0,56.0,5067.0,14.0
Residence Condominium KALAHAAI,283264.0,48.0,24569.0,12.0,55.0,5067.0,10.0
MOXY Tokyo Kinshicho,372175.0,89.0,12810.0,7.0,51.0,5067.0,11.0
Asakusa Kaede 浅草楓,376343.0,62.0,12524.0,7.0,49.0,5067.0,7.0
Ai Hotel Keikyu Kamata,663130.0,89.0,27628.0,15.0,12.0,2008.0,4.0
Vessel Inn Asakusa Tsukuba Express,354662.0,66.0,26577.0,5.0,65.0,7074.0,4.0
TokyoNEST Nippori,262683.0,41.0,24569.0,5.0,46.0,6501.0,12.0
Stay SAKURA Tokyo Asakusa Yokozuna Hotel,179235.0,69.0,26577.0,4.0,51.0,5067.0,14.0
HOTEL ASYL TOKYO KAMATA,271294.0,83.0,27628.0,9.0,30.0,2677.0,8.0
호텔 윙 인터네셔널 셀렉트 아사쿠사 고마가타(Hotel Wing International Select Asakusa Komagata),267850.0,58.0,12524.0,3.0,40.0,5067.0,3.0
BON Tokyo Asakusa,341252.0,60.0,12524.0,5.0,43.0,5067.0,6.0
Hotel SAILS Asakusa,300992.0,64.0,26577.0,5.0,55.0,7074.0,6.0
Stay SAKURA Tokyo Asakusa Edo no Mai,317800.0,66.0,26577.0,5.0,75.0,10516.0,5.0
Minn Ueno-Iriya,338812.0,57.0,26290.0,11.0,49.0,5927.0,5.0
PLAYSIS Asakusa,371704.0,62.0,12524.0,7.0,44.0,5067.0,7.0
PLAYSIS East Tokyo,338634.0,61.0,12524.0,5.0,43.0,5067.0,4.0
Tokyo City View Hotel Tabata Station,280353.0,49.0,26003.0,5.0,41.0,6788.0,8.0
HOTEL LiVEMAX Tokyo Shiomi Ekimae,288904.0,77.0,13862.0,5.0,44.0,7266.0,6.0
Tosei Hotel Cocone Asakusa,386023.0,69.0,26577.0,4.0,50.0,5067.0,13.0
호텔 트렌드 아사쿠사 아넥스(Hotel Trend Asakusa Annex),252778.0,58.0,26290.0,10.0,47.0,5067.0,10.0
아파 호텔 도쿄 키바 (APA Hotel Tokyo Kiba),220185.0,82.0,14436.0,10.0,45.0,9560.0,10.0
HotelHarmony日暮里ホテルハーモニー,277882.0,40.0,24569.0,4.0,45.0,6501.0,11.0
MIMARU SUITES Tokyo ASAKUSA,349619.0,60.0,26290.0,9.0,45.0,5067.0,8.0
kaguya asakusa Women only guest house,382520.0,61.0,12524.0,6.0,44.0,5067.0,7.0
HOTEL LiVEMAX Asakusa-Ekimae,351939.0,59.0,12524.0,4.0,41.0,5067.0,4.0
Tora Hotel Asakusa - Vacation STAY 32147v,441214.0,64.0,12524.0,9.0,46.0,5067.0,7.0
FAV TOKYO 西日暮里,202744.0,46.0,24569.0,10.0,47.0,6501.0,11.0
AYA Hotel,200482.0,58.0,26290.0,12.0,50.0,5927.0,6.0
ikoi hotel,191240.0,62.0,26577.0,7.0,53.0,5927.0,9.0
東駒形コマホテル【Koma Hotel】,254055.0,61.0,12524.0,6.0,44.0,5067.0,7.0
Creare Ryogoku,136868.0,69.0,26290.0,18.0,67.0,9560.0,12.0
Tokyo Tourist Inn,280680.0,45.0,24569.0,9.0,42.0,6501.0,10.0
YADOYA Uguisu,196859.0,63.0,26194.0,18.0,66.0,8413.0,6.0
호텔 톰스(Hotel Toms),197058.0,88.0,27628.0,14.0,35.0,2677.0,13.0
Randor Residence Tokyo Grand,354673.0,47.0,24569.0,11.0,46.0,6501.0,14.0
HOTEL LiVEMAX BUDGET Tokyo Kiba,223968.0,82.0,14436.0,10.0,49.0,5640.0,10.0
PROSTYLE RYOKAN TOKYO ASAKUSA,268662.0,62.0,26290.0,11.0,47.0,5067.0,10.0
Super Hotel Tokyo Kinshicho Ekimae,265339.0,87.0,12810.0,5.0,36.0,9560.0,1.0
Keisei Richmond Hotel Tokyo Oshiage,279406.0,54.0,11376.0,2.0,43.0,5067.0,2.0
JR-East Hotel Mets Tokyo Bay Shinkiba,358568.0,77.0,13097.0,7.0,45.0,6596.0,15.0
Hotel Emir,342580.0,67.0,26577.0,9.0,55.0,5927.0,9.0
Hotel Famy Inn Kinshicho,255000.0,85.0,12810.0,3.0,39.0,9560.0,4.0
Ai Hotel Keikyu Kamata-ekimae,289672.0,89.0,27628.0,15.0,13.0,2008.0,5.0
Hotel Asahi Grandeur Fuchu,278023.0,107.0,31070.0,7.0,92.0,17304.0,6.0
Wakoshi Tobu Hotel,253732.0,82.0,28871.0,7.0,69.0,8126.0,7.0
Hotel Emit Shibuya - Vacation STAY 40888v,333952.0,92.0,32026.0,11.0,50.0,4589.0,14.0
MIMARU Tokyo KINSHICHO,204521.0,70.0,13097.0,14.0,43.0,9560.0,8.0
-Yoshitsuki kaku- Yoshitsuki Apart Hotel,260610.0,75.0,14531.0,10.0,69.0,7074.0,9.0
Richmond Hotel Premier Tokyo Schole,291371.0,55.0,11376.0,3.0,49.0,5067.0,3.0
아파 호텔 도쿄 오지마 (APA Hotel Tokyo Ojima),244122.0,70.0,13097.0,13.0,57.0,5067.0,9.0
THE skM TOKYO HOTEL & DINING,303544.0,67.0,13097.0,11.0,45.0,9560.0,10.0
KEIKYU EX INN Keikyu Kamata Station,258890.0,100.0,15392.0,8.0,15.0,2008.0,7.0
스마일 호텔 아사쿠사 (Smile Hotel Asakusa),348314.0,63.0,24569.0,9.0,64.0,6501.0,2.0
Quintessa Hotel Tokyo Haneda Comic & Books,200279.0,83.0,32982.0,11.0,13.0,2008.0,7.0
Keisei Richmond Hotel Tokyo Kinshicho,282652.0,60.0,23135.0,14.0,45.0,9560.0,10.0
Randor Residence Tokyo Suites,276106.0,59.0,21414.0,7.0,58.0,5067.0,15.0
stayme THE HOTEL Asakusa Riverside,286993.0,59.0,22562.0,15.0,57.0,5067.0,13.0
HOTEL TABARD TOKYO,226327.0,60.0,23135.0,14.0,47.0,9560.0,12.0
HOTEL LiVEMAX Kamata Ekimae,304522.0,80.0,32982.0,8.0,12.0,2008.0,4.0
Smi:re 스테이 오시아게 (Smi:re Stay Oshiage),223284.0,50.0,21414.0,9.0,53.0,5067.0,7.0
호텔 세일스(Hotel SAILS),184370.0,77.0,26577.0,6.0,58.0,5927.0,7.0
Randor Residence Tokyo Classic,283764.0,66.0,21414.0,10.0,52.0,5067.0,9.0
호텔 마이스테이스 가마타(HOTEL MYSTAYS Kamata),262349.0,83.0,32695.0,8.0,26.0,2677.0,4.0
moire HOTEL YOSHIWARA,400934.0,67.0,24569.0,9.0,65.0,5927.0,14.0
APA 호텔 가마타에키-히가시(APA Hotel Kamataeki-Higashi),333639.0,83.0,32695.0,8.0,15.0,2008.0,7.0
HOTEL LiVEMAX Asakusa Sky Front,321294.0,49.0,21414.0,8.0,48.0,9560.0,3.0
기치조지 도큐 레이 호텔(Kichijoji Tokyu REI Hotel),278397.0,93.0,28489.0,7.0,67.0,12428.0,2.0
호텔 파크 애비뉴(Hotel Park Avenue),263116.0,60.0,23135.0,14.0,44.0,9560.0,9.0
HOTEL TABARD TOKYO - Vacation STAY 62622v,421296.0,60.0,23135.0,14.0,47.0,9560.0,12.0
YADOYA 雀,297379.0,63.0,24569.0,9.0,47.0,7074.0,7.0
YADOYA 梟,276810.0,61.0,24569.0,7.0,50.0,7074.0,5.0
Super Hotel Tokyo Kinshicho Ekimae / Vacation STAY 79346,264001.0,59.0,23135.0,13.0,36.0,9560.0,1.0
Super Hotel Tokyo Kinshicho Ekimae / Vacation STAY 78884,424917.0,59.0,23135.0,13.0,36.0,9560.0,1.0
zens skytree,420197.0,50.0,21414.0,9.0,51.0,9560.0,6.0
Soho Asakusa Hotel,210643.0,72.0,26577.0,8.0,59.0,7074.0,10.0
Henn na Hotel Tokyo Haneda,240612.0,97.0,25908.0,7.0,17.0,2677.0,4.0
ONE@Tokyo,286887.0,48.0,21414.0,7.0,41.0,5067.0,5.0
L stay & grow Minami Sunamachi,281516.0,78.0,24569.0,11.0,52.0,5927.0,9.0
호텔 JAL 시티 하네다 도쿄 웨스트 윙 (Hotel JAL City Haneda Tokyo West Wing),260301.0,98.0,25908.0,7.0,15.0,2677.0,6.0
KEIKYU EX INN Haneda,289985.0,100.0,25908.0,7.0,7.0,1338.0,5.0
호텔 JAL 시티 하네다 도쿄(Hotel JAL City Haneda Tokyo),274526.0,97.0,25908.0,6.0,7.0,1816.0,4.0
호텔 마이스테이스 하네다(HOTEL MYSTAYS Haneda),293209.0,96.0,25908.0,5.0,10.0,2677.0,4.0
APA Hotel Haneda Anamori Inari Ekimae,230496.0,95.0,25908.0,4.0,6.0,1816.0,3.0
하네다 인(Haneda Inn),243930.0,96.0,25908.0,6.0,9.0,1816.0,4.0
Kichijoji Excel Hotel Tokyu,282539.0,97.0,28489.0,11.0,76.0,14627.0,11.0
ESTABLISHMENT Asakusa,278401.0,50.0,21414.0,9.0,43.0,5067.0,7.0
Minn Machiya,285966.0,59.0,21414.0,7.0,58.0,8222.0,15.0
가와사키 킹 스카이프런트 도큐 레이 호텔(Kawasaki King Skyfront Tokyu REI Hotel),341383.0,106.0,33842.0,19.0,24.0,4206.0,9.0
Akabane Holic Hotel,331932.0,73.0,26290.0,10.0,51.0,7839.0,9.0
다이와 로이넷 호텔 도쿄 아카바네 (Daiwa Roynet Hotel Tokyo Akabane),249507.0,73.0,26290.0,10.0,51.0,7839.0,9.0
호텔 코코 그랜드 기타센주(Hotel Coco Grand Kitasenju),307164.0,69.0,26194.0,4.0,55.0,5927.0,5.0
Super Hotel Tokyo Akabane Eki Minamiguchi,338110.0,73.0,26290.0,10.0,51.0,7839.0,9.0
JR-East Hotel Mets Akabane,329660.0,73.0,26290.0,10.0,51.0,7839.0,9.0
Hotel Wing International Tokyo Akabane,287949.0,74.0,26290.0,11.0,52.0,7839.0,10.0
호텔 노아노아(Hotel Noanoa),356011.0,87.0,33364.0,11.0,21.0,2390.0,8.0
리치몬드 호텔 도쿄 무사시노 (Richmond Hotel Tokyo Musashino),213952.0,99.0,32695.0,12.0,80.0,14627.0,12.0
Super Hotel Tokyo Akabane,250584.0,78.0,26290.0,15.0,56.0,7839.0,14.0
HOTEL LiVEMAX Akabane-Ekimae,252688.0,73.0,26290.0,10.0,51.0,7839.0,9.0
Hotel Toka,233063.0,70.0,20745.0,11.0,50.0,6979.0,12.0
Hotel Gran Bali Resort,212688.0,87.0,33364.0,11.0,21.0,2390.0,8.0
Henn na Hotel Tokyo Nishikasai (Henn na Hotel Tokyo Nishikasai),164301.0,78.0,24569.0,8.0,41.0,12237.0,7.0
slash kawasaki,282930.0,86.0,33364.0,10.0,20.0,2390.0,7.0
HOTEL METROPOLITAN KAWASAKI,317047.0,82.0,32695.0,4.0,21.0,2390.0,8.0
Minn Nishi-Kasai,258315.0,86.0,31357.0,12.0,42.0,12237.0,8.0
JR-East Hotel Mets Musashisakaii,141274.0,97.0,35468.0,6.0,64.0,7552.0,6.0
Rembrandt Style Tokyo Nishikasai Grande,255539.0,88.0,31357.0,14.0,44.0,12237.0,10.0
Sky Heart Hotel Kawasaki,130831.0,92.0,32695.0,14.0,26.0,2390.0,13.0
Hotel Balian Resort Tomei Kawasaki I.C.,329104.0,116.0,33842.0,18.0,72.0,13097.0,6.0
HOTEL LiVEMAX BUDGET Kawasaki Ekimae,400222.0,86.0,32695.0,8.0,26.0,2390.0,13.0
Toyoko Inn Kawaguchi Ekimae,244807.0,93.0,31070.0,9.0,57.0,7839.0,11.0
Minn Kasai,351011.0,68.0,15296.0,3.0,31.0,10516.0,1.0
Residential Hotel Bevel Tokyo,301268.0,64.0,26386.0,13.0,66.0,6883.0,14.0
Tokyo Bay Maihama Hotel First Resort,313865.0,71.0,18164.0,10.0,40.0,9560.0,10.0
SG Premium KASAI,272889.0,70.0,15296.0,5.0,33.0,10516.0,3.0
도쿄 베이 마이하마 호텔(Tokyo Bay Maihama Hotel),274803.0,78.0,18164.0,60.0,48.0,9560.0,20.0
SG Premium KASAI - Vacation STAY 44266v,285091.0,70.0,15296.0,5.0,33.0,10516.0,3.0
SG Premium KASAI - Vacation STAY 44284v,282280.0,70.0,15296.0,5.0,33.0,10516.0,3.0
SG Premium KASAI - Vacation STAY 44353v,202856.0,70.0,15296.0,5.0,33.0,10516.0,3.0
HOTEL LiVEMAX Kasai Ekimae,370326.0,69.0,15296.0,4.0,35.0,10516.0,5.0
APA Hotel Ayase Ekimae,313265.0,58.0,26290.0,4.0,60.0,8222.0,10.0
Smile Hotel Kawaguchi,366755.0,94.0,31070.0,10.0,58.0,7839.0,12.0
