Hotel Name,mean_price,Time_Cost_NRT,Money_Cost_NRT,Time_Walk_NRT,Time_Cost_HND,Money_Cost_HND,Time_Walk_HND
호텔 오쿠라 도쿄 베이 (Hotel Okura Tokyo Bay),253704.0,84.0,18164.0,60.0,54.0,9560.0,20.0
Grand Nikko Tokyo Bay Maihama,291675.0,80.0,18164.0,60.0,50.0,9560.0,20.0
비즈니스 인 그랜저 후추(Business Inn Grandeur Fuchu),355251.0,110.0,37284.0,8.0,83.0,9369.0,9.0
Toyoko Inn Wako-shi Ekimae,333165.0,81.0,28871.0,8.0,73.0,8126.0,8.0
쉐라톤 그란데 도쿄 베이 호텔(Sheraton Grande Tokyo Bay Hotel),403018.0,78.0,14722.0,9.0,43.0,9560.0,13.0
HOTEL LiVEMAX Tokyo Ayase-Ekimae,288479.0,60.0,26290.0,6.0,62.0,6310.0,9.0
HOTEL LiVEMAX BUDGET Yokohama Tsurumi,320827.0,97.0,32695.0,9.0,21.0,2868.0,5.0
코코 스테이 니시카와구치 에키마에(Coco Stay Nishikawaguchi Ekimae),259569.0,93.0,31070.0,7.0,60.0,6788.0,6.0
Bay Hotel Urayasu-ekimae,377033.0,77.0,13671.0,5.0,42.0,12237.0,6.0
Tabist Wa Style Tokyo,377665.0,96.0,31070.0,10.0,63.0,6788.0,9.0
히요리 호텔 마이하마(Hiyori Hotel Maihama),246117.0,103.0,15105.0,8.0,71.0,11472.0,11.0
Nishikawaguchi Station Hotel Stay Lounge,312007.0,94.0,31070.0,8.0,61.0,6788.0,7.0
호텔 마이스테이스 마이하마(HOTEL MYSTAYS Maihama),161243.0,71.0,18164.0,8.0,41.0,9560.0,8.0
Restay lagoon,243087.0,51.0,10898.0,9.0,51.0,6883.0,9.0
HOTEL Nishikawaguchi Weekly - Vacation STAY 43449v,244357.0,94.0,31070.0,8.0,61.0,6788.0,7.0
Vail sta Takenotsuka,344277.0,71.0,27915.0,7.0,73.0,8030.0,5.0
신 요코하마 프린스 호텔(Shin Yokohama Prince Hotel),467228.0,83.0,57360.0,7.0,38.0,8604.0,1.0
SPA&HOTEL EURASIA MAIHAMA,323176.0,81.0,13671.0,9.0,47.0,9560.0,14.0
호텔 아소시아 신-요코하마(Hotel Associa Shin-Yokohama),192755.0,81.0,57360.0,5.0,37.0,8604.0,2.0
HOTEL LiVEMAX Saitama-Asaka-Ekimae,297034.0,86.0,28871.0,10.0,79.0,8126.0,10.0
플렉스스테이 인 신우라야수(FLEXSTAY INN Shinurayasu),221816.0,89.0,12619.0,16.0,50.0,10994.0,4.0
Hotel ZALA,238778.0,91.0,57360.0,15.0,44.0,8604.0,9.0
HOTEL LiVEMAX Shinyokohama,222903.0,88.0,57360.0,12.0,42.0,8604.0,7.0
HOTEL EURASIA MAIHAMA ANNEX,153308.0,102.0,14053.0,9.0,67.0,10994.0,7.0
비즈니스 호텔 라 피렌체(Business Hotel La Firenze),170048.0,78.0,29923.0,5.0,84.0,8317.0,13.0
오리엔탈 호텔 도쿄 베이(Oriental Hotel Tokyo Bay),163443.0,78.0,12619.0,5.0,52.0,10516.0,2.0
APA Hotel Saitama Yatsuka Ekimae,221549.0,78.0,29254.0,14.0,71.0,9178.0,13.0
Toyoko Inn Kita-toda-eki Higashi-guchi,285261.0,74.0,27628.0,10.0,69.0,7552.0,9.0
왈라비 하우스(Wallaby House),204712.0,83.0,27628.0,13.0,68.0,7552.0,11.0
호텔 에미온 도쿄 베이(Hotel Emion Tokyo Bay),390962.0,87.0,12619.0,14.0,59.0,10516.0,9.0
Sky Heart Hotel Koiwa - Vacation STAY 49103v,430955.0,69.0,8413.0,2.0,58.0,6883.0,2.0
Sky Heart Hotel Koiwa,327257.0,69.0,8413.0,2.0,58.0,6883.0,2.0
이비스 스타일 도쿄 베이 (ibis Styles Tokyo Bay),131470.0,74.0,12906.0,8.0,29.0,4111.0,7.0
Toyoko Inn Kita-asaka-eki Nishi-guchi,280899.0,84.0,16252.0,4.0,80.0,8700.0,8.0
Restay Fuchu (Adult Only),251779.0,111.0,19789.0,10.0,81.0,7648.0,20.0
Hyatt Regency Tokyo Bay,170265.0,94.0,14053.0,7.0,71.0,9751.0,18.0
CVS 베이 호텔(CVS Bay Hotel),327139.0,61.0,11376.0,5.0,50.0,11185.0,14.0
CVS 베이 호텔 뉴 빌딩 (CVS Bay Hotel New Building),186800.0,61.0,11376.0,5.0,50.0,11185.0,14.0
Toyoko Inn Yashio Ekimae,156901.0,67.0,29062.0,8.0,72.0,11472.0,2.0
HOTEL LiVEMAX BUDGET Fuchu,306964.0,109.0,29349.0,13.0,74.0,7648.0,13.0
JR-East Hotel Mets Kokubunji,193059.0,104.0,30114.0,6.0,72.0,8413.0,6.0
HOTEL LiVEMAX Kitafuchu,158484.0,116.0,19789.0,15.0,96.0,9751.0,6.0
HOTEL LiVEMAX BUDGET Fuchu Annex,189272.0,111.0,29349.0,15.0,76.0,7648.0,15.0
라젠트 호텔 도쿄 베이(La'gent Hotel Tokyo Bay),166827.0,98.0,14053.0,9.0,63.0,12619.0,19.0
미츠이 가든 호텔 프라나 도쿄 베이(Mitsui Garden Hotel Prana Tokyo Bay),183162.0,95.0,14053.0,8.0,53.0,10516.0,3.0
Smile Hotel Kitaasaka,184212.0,85.0,16252.0,5.0,92.0,17973.0,5.0
도쿄 베이 토큐 호텔(Tokyo Bay Tokyu Hotel),274865.0,97.0,14053.0,6.0,48.0,10516.0,1.0
호텔 뉴 사이타마(Hotel New Saitama),156212.0,77.0,14722.0,7.0,65.0,9464.0,10.0
HOTEL BANJAR,164312.0,114.0,16252.0,31.0,111.0,18260.0,3.0
HOTEL K VILLAGE,226081.0,125.0,18164.0,24.0,111.0,17973.0,4.0
Toyoko Inn Shiki eki Higashi guchi,153944.0,91.0,29445.0,10.0,85.0,8700.0,10.0
호텔 플럼(Hotel Plumm),344570.0,95.0,41777.0,9.0,51.0,5832.0,13.0
리치몬드 호텔 요코하마 에키마에(Richmond Hotel Yokohama Ekimae),292942.0,90.0,41777.0,4.0,29.0,3250.0,4.0
Villa Fontaine Grand Haneda Airport,246742.0,104.0,30592.0,14.0,7.0,2103.0,5.0
우라와 워싱턴 호텔(Urawa Washington Hotel),506310.0,77.0,28489.0,12.0,61.0,8413.0,8.0
Toyoko Inn Matsudo eki Higashi guchi,256664.0,62.0,27628.0,5.0,59.0,12428.0,4.0
ビジネスホテルマーキュリー（ロイヤルイングループ）,305259.0,107.0,29349.0,8.0,78.0,7935.0,8.0
JR-East Hotel Mets Urawa,202463.0,73.0,28489.0,9.0,58.0,8413.0,5.0
HOTEL UNIZO Yokohamaeki-West,186660.0,88.0,30114.0,14.0,40.0,5354.0,6.0
The Kahala Hotel & Resort Yokohama,168407.0,124.0,35372.0,10.0,43.0,3250.0,18.0
요코하마 베이 쉐라톤 호텔 & 타워 (Yokohama Bay Sheraton Hotel and Towers),342759.0,85.0,30114.0,11.0,31.0,3250.0,6.0
Kumegawa Wing Hotel,231197.0,110.0,29349.0,11.0,81.0,7935.0,11.0
HOTEL LiVEMAX Yokohama-Eki Nishiguchi,211957.0,91.0,30114.0,17.0,41.0,5354.0,9.0
We Home-Hostel & Kitchen- - Vacation STAY 41292v,263812.0,75.0,7839.0,8.0,62.0,13958.0,10.0
We Home-Hostel & Kitchen- - Vacation STAY 16690v,269933.0,75.0,7839.0,8.0,62.0,13958.0,10.0
Matsudo Grand Hotel,259310.0,62.0,27628.0,5.0,57.0,12428.0,2.0
APA Hotel & Resort Yokohama Bay Tower,445457.0,105.0,32026.0,16.0,47.0,5162.0,10.0
소테츠 프레사 인 요코하마 사쿠라기초(Sotetsu Fresa Inn Yokohama Sakuragi-cho),267523.0,98.0,30114.0,16.0,41.0,4684.0,9.0
Yokohama Tokyu REI Hotel,285301.0,99.0,32217.0,16.0,41.0,5640.0,11.0
Mitsui Garden Hotel Yokohama Minatomirai Premier,202516.0,100.0,32217.0,17.0,42.0,7744.0,3.0
인터컨티넨탈 요코하마 그랜드(InterContinental Yokohama Grand  an IHG Hotel),215490.0,115.0,35372.0,1.0,45.0,7648.0,1.0
APA Hotel Nishifunabashi Ekimae,263970.0,76.0,9464.0,2.0,54.0,12524.0,6.0
뉴 오타니 인 요코하마 프리미엄(New Otani Inn Yokohama Premium),192757.0,93.0,30114.0,11.0,36.0,4684.0,4.0
요코하마 로열 파크 호텔(Yokohama Royal Park Hotel),440843.0,113.0,35372.0,60.0,39.0,4684.0,7.0
The Westin Yokohama,280742.0,97.0,32217.0,14.0,39.0,5354.0,7.0
Oakwood Suites Yokohama,379756.0,100.0,30114.0,18.0,43.0,4684.0,11.0
InterContinental Yokohama Pier 8  an IHG Hotel,392007.0,123.0,35372.0,8.0,52.0,6788.0,6.0
Restay Onoji (Adult Only),333033.0,136.0,32408.0,8.0,92.0,11185.0,14.0
호텔 테라스 요코하마 (Hotel Terrace Yokohama),403794.0,96.0,30114.0,14.0,40.0,3537.0,11.0
Far East Village Hotel  Yokohama,354643.0,95.0,30114.0,13.0,39.0,3537.0,10.0
호텔 뉴 그랜드 (Hotel New Grand),289510.0,107.0,32313.0,14.0,37.0,7648.0,4.0
Hyatt Regency Yokohama,238637.0,107.0,32313.0,17.0,37.0,7648.0,1.0
아파 호텔 요코하마 칸나이(APA Hotel Yokohama Kannai),325082.0,96.0,30879.0,12.0,39.0,4684.0,5.0
호텔 JAL 시티 간나이 요코하마(Hotel JAL City Kannai Yokohama),296879.0,95.0,32122.0,13.0,40.0,4684.0,6.0
호텔 마이스테이스 요코하마 간나이(HOTEL MYSTAYS Yokohama Kannai),352101.0,95.0,32122.0,13.0,40.0,4684.0,6.0
Toyoko Inn Misato-chuo Ekimae,268870.0,73.0,29827.0,9.0,68.0,11472.0,17.0
Chisun Hotel Yokohama Isezakicho,258140.0,98.0,32504.0,13.0,40.0,3537.0,11.0
Hotel BaliBali 伊勢佐木,239773.0,98.0,31452.0,17.0,37.0,3537.0,8.0
요코하마 만다린 호텔 (Yokohama Mandarin Hotel),197091.0,94.0,31452.0,13.0,33.0,3537.0,4.0
Hotel Mielparque Yokohama,201352.0,127.0,37475.0,2.0,48.0,5449.0,7.0
ホテルパセラの森 横浜関内,403816.0,97.0,31452.0,16.0,36.0,3537.0,7.0
HOTEL LiVEMAX Yokohama Kannai Ekimae,247488.0,97.0,30879.0,13.0,40.0,4684.0,6.0
HOTEL LiVEMAX Yokohama Motomachi Ekimae,284031.0,107.0,32313.0,14.0,35.0,7648.0,2.0
Rembrandt Style Yokohama Kannai,231805.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL LiVEMAX Yokohama Stadium Mae,262248.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Yokohama Sakuragicho Town Hotel,334283.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Yokohama Town Hotel,322614.0,35.0,7648.0,2.0,35.0,7648.0,2.0
플렉스테이 인 사쿠라기초 (Flexstay Inn Sakuragicho),331256.0,35.0,7648.0,2.0,35.0,7648.0,2.0
다이와 로이넷 호텔 요코하마 간나이(Daiwa Roynet Hotel Yokohama Kannai),347558.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Route-Inn Kitamatsudo Ekimae,305815.0,35.0,7648.0,2.0,35.0,7648.0,2.0
ANA 인터콘티넨털 도쿄(ANA InterContinental Tokyo  an IHG Hotel),488033.0,35.0,7648.0,2.0,35.0,7648.0,2.0
아파 호텔 한조몬 히라가와초(APA Hotel Hanzomon Hirakawacho),334136.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Sotetsu Fresa Inn Higashi Shinjuku,465117.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 안 신주쿠 가부키초 (성인 전용)(HOTEL AN Shinjuku Kabukicho (Adult Only)),281603.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel BaliAn Resort Shinjuku Glamping,288525.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Villa Fontaine Grand Tokyo-Shiodome,236423.0,35.0,7648.0,2.0,35.0,7648.0,2.0
The Royal Park Canvas - Ginza 8,336082.0,35.0,7648.0,2.0,35.0,7648.0,2.0
APA Hotel Ginza Shintomicho Ekimae Kita - Former APA Hotel Shintomicho Ekikita,427636.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 빌라 폰테인 도쿄-짐보초(Hotel Villa Fontaine Tokyo-Jimbocho),230035.0,35.0,7648.0,2.0,35.0,7648.0,2.0
KOKO HOTEL Ginza-1chome,686238.0,35.0,7648.0,2.0,35.0,7648.0,2.0
아파 호텔 츠키지-에키 미나미(APA Hotel Tsukiji-eki Minami),338558.0,35.0,7648.0,2.0,35.0,7648.0,2.0
SPATIUM GINZA,618112.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Yaenomidori Tokyo,316341.0,35.0,7648.0,2.0,35.0,7648.0,2.0
컴포트 호텔 도쿄 칸다 (Comfort Hotel Tokyo Kanda),212072.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL LiVEMAX BUDGET Korakuen,490265.0,35.0,7648.0,2.0,35.0,7648.0,2.0
도미 인 아키하바라 (Dormy Inn Akihabara),305986.0,35.0,7648.0,2.0,35.0,7648.0,2.0
APA 호텔 니혼바시 바쿠로초 에키-기타(APA Hotel Nihombashi Bakurocho Eki-Kita),289765.0,35.0,7648.0,2.0,35.0,7648.0,2.0
소테츠 프레사 인 우에노 오카치마치(Sotetsu Fresa Inn Ueno-Okachimachi),246954.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 뉴 그린 오카치마치(Hotel New Green Okachimachi),285162.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL LiVEMAX Toyosu-Ekimae,286225.0,35.0,7648.0,2.0,35.0,7648.0,2.0
MIMARU Tokyo IKEBUKURO,196598.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL GRAPHY NEZU - Vacation STAY 82507,283420.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 그라피 네주(Hotel Graphy Nezu),227312.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Ueno Urban Hotel Annex,429405.0,35.0,7648.0,2.0,35.0,7648.0,2.0
ＥＮＴ　ＴＥＲＲＡＣＥ　ＡＳＡＫＵＳＡ,241051.0,35.0,7648.0,2.0,35.0,7648.0,2.0
아사쿠사 뷰 호텔 (Asakusa View Hotel),465617.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL TAVINOS ASAKUSA - Vacation STAY 64893,304931.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Nippori hotel3000,245261.0,35.0,7648.0,2.0,35.0,7648.0,2.0
KEIKYU EX INN Kamata,311688.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Oriental Express Tokyo Kamata,387674.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Charire Kichijoji,330010.0,35.0,7648.0,2.0,35.0,7648.0,2.0
누메로 우노 도쿄(Numero Uno Tokyo),492821.0,35.0,7648.0,2.0,35.0,7648.0,2.0
어바인 도쿄 우에노 기타센주(Urbain Tokyo Ueno Kitasenju),198231.0,35.0,7648.0,2.0,35.0,7648.0,2.0
알스 포레스트 인(R's Forest Inn),186550.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Smile Hotel Tokyo Ayase Ekimae,267012.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Four Stories Hotel Maihama Tokyo Bay,412257.0,35.0,7648.0,2.0,35.0,7648.0,2.0
마이스테이스 신 우라야스 컨퍼런스 센터(MYSTAYS Shin Urayasu Conference Center),300991.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Sky Heart Hotel Koiwa - Vacation STAY 49101v,329844.0,35.0,7648.0,2.0,35.0,7648.0,2.0
the square hotel Yokohama Minatomirai,129330.0,35.0,7648.0,2.0,35.0,7648.0,2.0
JR-East Hotel Mets Yokohama,408915.0,35.0,7648.0,2.0,35.0,7648.0,2.0
요코하마 베이 호텔 도큐(The Yokohama Bay Hotel Tokyu),486471.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Near Shibuya Station & 3Bed Apartment,323270.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Eternity APARTMENT HOTEL 渋谷道玄坂,348141.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Near Shibuya Station Private 4 Room,362346.0,35.0,7648.0,2.0,35.0,7648.0,2.0
H2O Stay Shibuya Anon #B102,483383.0,35.0,7648.0,2.0,35.0,7648.0,2.0
H2O Stay Shibuya Anon #A202,415468.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Tokyo's best spot Shibuya! 3person room Free Wi-Fi,385902.0,35.0,7648.0,2.0,35.0,7648.0,2.0
NEW! Downtown Shibuya Prime Unit  Perfect location,170687.0,35.0,7648.0,2.0,35.0,7648.0,2.0
渋谷26 家族や仲間と楽しく過ごそう！光回線完備,446218.0,35.0,7648.0,2.0,35.0,7648.0,2.0
【渋谷36】光回線完備 渋谷の人気スペース,445913.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Shibuya45 光回線完備でネットもサクサク,408992.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Salon Shibuya - Vacation STAY 78183,427431.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Sakura and Autumn leaves,454343.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Shibuya Shoto,367851.0,35.0,7648.0,2.0,35.0,7648.0,2.0
☆Cozy Japanese style room☆,333619.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Oku-Shibu Residence,291087.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Square Shibuya 909,302256.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Square Shibuya 407,273458.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Emit Shibuya - Vacation STAY 40894v,340493.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Turn Table,334428.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 아시아 센터 오브 재팬(Hotel Asia Center of Japan),399292.0,35.0,7648.0,2.0,35.0,7648.0,2.0
니혼 세이넨칸 호텔(Nihon Seinenkan Hotel),496873.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Henn na Hotel Tokyo Akasaka,518715.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Best Western Hotel Fino Tokyo Akasaka,211774.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Mitsui Garden Hotel Roppongi Tokyo Premier,210369.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 뉴 오타니 도쿄 가든 타워(Hotel New Otani Tokyo Garden Tower),508846.0,35.0,7648.0,2.0,35.0,7648.0,2.0
칸데오 호텔 도쿄 롯폰기(Candeo Hotels Tokyo Roppongi),683850.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Rose Garden Shinjuku - Vacation STAY 72163v,210641.0,35.0,7648.0,2.0,35.0,7648.0,2.0
아카사카 그란벨 호텔(Akasaka Granbell Hotel),290046.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL 1899 TOKYO,201817.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL GROOVE SHINJUKU  A PARKROYAL Hotel,294931.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL AMANEK Shinjuku Kabukicho,267663.0,35.0,7648.0,2.0,35.0,7648.0,2.0
산코 인 그랜드 도쿄 하마마쓰초(Sanco Inn Grande Tokyo Hamamatsucho),284172.0,35.0,7648.0,2.0,35.0,7648.0,2.0
TOKYO E JOY INN（Okubo branch in Shinjuku）,411000.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Le Glaciel 5 4F - Vacation STAY 79673v,468664.0,35.0,7648.0,2.0,35.0,7648.0,2.0
긴자 그랜드 호텔 (Ginza Grand Hotel),269495.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Vintage Kagurazaka Tokyo,409266.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Henn na Hotel Tokyo Ginza,499098.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Daiwa Roynet Hotel Ginza PREMIER,357845.0,35.0,7648.0,2.0,35.0,7648.0,2.0
도큐 스테이 긴자(Tokyu Stay Ginza),320463.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 친잔소 도쿄(Hotel Chinzanso Tokyo),223656.0,35.0,7648.0,2.0,35.0,7648.0,2.0
JR-East Hotel Mets Mejiro,266229.0,35.0,7648.0,2.0,35.0,7648.0,2.0
플렉스스테이 인 이다바시(FLEXSTAY INN Iidabashi),220637.0,35.0,7648.0,2.0,35.0,7648.0,2.0
toggle hotel suidobashi TOKYO,285970.0,35.0,7648.0,2.0,35.0,7648.0,2.0
게이오 프레소 인 도쿄 스테이션 야에스(Keio Presso Inn Tokyo Station Yaesu),318453.0,35.0,7648.0,2.0,35.0,7648.0,2.0
슈퍼 호텔 시나가와 아모노-요코쵸(Super Hotel Shinagawa Aomono-Yokocho),218838.0,35.0,7648.0,2.0,35.0,7648.0,2.0
nestay inn tokyo kagurazaka 02,781039.0,35.0,7648.0,2.0,35.0,7648.0,2.0
LANG Hotel Ginza # 1Floor 1Room# with Kitchen 從東銀座站步行3分鐘 帶廚房 हिगाशी गिन्ज़ा स्टेशन से 3 मिनट की पैदल दूरी पर रसोई के साथ,555720.0,35.0,7648.0,2.0,35.0,7648.0,2.0
더 도쿄 스테이션 호텔 (The Tokyo Station Hotel),772736.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Resol Akihabara,1424922.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Hotel Route-Inn Tokyo Asagaya,485300.0,35.0,7648.0,2.0,35.0,7648.0,2.0
DEL style Ikebukuro Higashiguchi by Daiwa Roynet Hotel,1455899.0,35.0,7648.0,2.0,35.0,7648.0,2.0
스마일 호텔 도쿄 아사가야(Smile Hotel Tokyo Asagaya),191089.0,35.0,7648.0,2.0,35.0,7648.0,2.0
the b ochanomizu,206332.0,35.0,7648.0,2.0,35.0,7648.0,2.0
GATE STAY Premium Ginza Shintomicho,220566.0,35.0,7648.0,2.0,35.0,7648.0,2.0
힐튼 도쿄 오다이바(Hilton Tokyo Odaiba),383293.0,35.0,7648.0,2.0,35.0,7648.0,2.0
ICI HOTEL Asakusabashi,236647.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Amanecer Hotel,555720.0,35.0,7648.0,2.0,35.0,7648.0,2.0
MONday Apart Akihabara Southeast,220297.0,35.0,7648.0,2.0,35.0,7648.0,2.0
MONday Apart Premium AKIHABARA,220297.0,35.0,7648.0,2.0,35.0,7648.0,2.0
도큐 스테이 이케부쿠로(Tokyu Stay Ikebukuro),276325.0,35.0,7648.0,2.0,35.0,7648.0,2.0
HOTEL CHECK INN BALI adult only,521636.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Artsy Inn東日本橋,211347.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 레이(Hotel Rei),259220.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Jing House akihabara Ryokan - Vacation STAY 11566v,232792.0,35.0,7648.0,2.0,35.0,7648.0,2.0
R&B Hotel Otsuka Eki Kitaguchi - Vacation STAY 14229v,328128.0,35.0,7648.0,2.0,35.0,7648.0,2.0
cocoro house akihabara,184733.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Le Tour Hotel Higashi-Kanda 楽途ホテル東神田,330041.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 마이스테이스 우에노 이스트(HOTEL MYSTAYS Ueno East),206421.0,35.0,7648.0,2.0,35.0,7648.0,2.0
미마루 도쿄 우에노 이스트(MIMARU TOKYO UENO EAST),178158.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Petit Grande Miyabi,174327.0,35.0,7648.0,2.0,35.0,7648.0,2.0
NOHGA HOTEL UENO TOKYO,166147.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Super Hotel JR Ueno Iriyaguchi,551047.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Super Hotel Premier Musashi Kosugi Ekimae,162833.0,35.0,7648.0,2.0,35.0,7648.0,2.0
스마일 호텔 수가모(Smile Hotel Sugamo),200466.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Minn Higashi-Ueno,198625.0,35.0,7648.0,2.0,35.0,7648.0,2.0
No Service Hotel,250441.0,35.0,7648.0,2.0,35.0,7648.0,2.0
플렉스스테이 인 다마가와(FLEXSTAY INN Tamagawa),341480.0,35.0,7648.0,2.0,35.0,7648.0,2.0
CHA-AN HOTEL UENO,315417.0,35.0,7648.0,2.0,35.0,7648.0,2.0
hotel MONday Asakusa,153374.0,35.0,7648.0,2.0,35.0,7648.0,2.0
LANDABOUT TOKYO,182944.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Asakusa Tobu Hotel,226461.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Stay SAKURA Tokyo ASAKUSA ART DECO HOTEL,158043.0,35.0,7648.0,2.0,35.0,7648.0,2.0
japan house asakusa,236107.0,35.0,7648.0,2.0,35.0,7648.0,2.0
슈퍼 호텔 도쿄 JR 가마타 니시구치(Super Hotel Tokyo JR Kamata Nishiguchi),200878.0,35.0,7648.0,2.0,35.0,7648.0,2.0
JR-East Hotel Mets Mizonokuchi,143389.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 마이스테이스 아사쿠사(HOTEL MYSTAYS Asakusa),382664.0,35.0,7648.0,2.0,35.0,7648.0,2.0
레드 루프 인 카마타 / 하네다 도쿄(Red Roof Inn Kamata / Haneda Tokyo),581816.0,35.0,7648.0,2.0,35.0,7648.0,2.0
AN HOTEL,425549.0,35.0,7648.0,2.0,35.0,7648.0,2.0
MIMARU TOKYO ASAKUSA STATION,290109.0,35.0,7648.0,2.0,35.0,7648.0,2.0
호텔 루트 인 도쿄 카마타(Hotel Route-Inn Tokyo Kamata),180095.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Kaminarimon Ryokan,174708.0,35.0,7648.0,2.0,35.0,7648.0,2.0
New City Hotel,195400.0,35.0,7648.0,2.0,35.0,7648.0,2.0
치선 인 카마타(Chisun Inn Kamata),191492.0,35.0,7648.0,2.0,35.0,7648.0,2.0
사쿠라 스카이 호텔(Sakura Sky Hotel),348730.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Super Hotel Tokyo Kameido,275476.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Chisun Hotel Kamata,328351.0,35.0,7648.0,2.0,35.0,7648.0,2.0
Business Hotel Sunpalace,234141.0,53.0,26194.0,7.0,52.0,5927.0,4.0
Sakura Sky Hotel - Vacation STAY 18449v,403080.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Sakura Sky Hotel - Vacation STAY 18445v,344679.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Super Hotel Tokyo Kinshicho Ekimae / Vacation STAY 78889,279047.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Hotel Cadenza Tokyo,228785.0,52.0,5927.0,4.0,52.0,5927.0,4.0
호텔 마이스테이스 가메이도(HOTEL MYSTAYS Kameido),384729.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Theatel Haneda Ⅱ,233543.0,52.0,5927.0,4.0,52.0,5927.0,4.0
APA Hotel TKP Keikyu Kawasaki Ekimae,228288.0,52.0,5927.0,4.0,52.0,5927.0,4.0
japan house sky tree,356795.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Hotel Tokyo Hub - Vacation STAY 27674v,250159.0,52.0,5927.0,4.0,52.0,5927.0,4.0
IKIDANE Cozy Hotel Haneda Airport,223876.0,52.0,5927.0,4.0,52.0,5927.0,4.0
Rembrandt Style Tokyo Nishikasai,431804.0,52.0,5927.0,4.0,52.0,5927.0,4.0
